"","sid","block_n","snb","bid","b2_bid","s1_rp","s2_rp","outcome","rt","profit","country","out_bool","out_prev","out_aprev","bid_prev","bid_aprev","bid_next","bid_anext","dl"
"1494","emikhedova",22,"BC",8.6,9.3,0.1,NA,"reject",8272,0,"RU",FALSE,1,1,9,0,4.2,0.3,1
"1495","emikhedova",23,"SC",0.3,NA,0.1,1.3,"accept",14963,9.7,"RU",TRUE,1,0,1.2,0,0.2,3.6,1
"1496","emikhedova",23,"NC",3.6,NA,6.2,NA,"reject",10404,0,"RU",FALSE,1,1,3.8,0,5.1,4.2,1
"1497","emikhedova",23,"BC",4.2,9.3,2,NA,"reject",10813,0,"RU",FALSE,0,0,8.6,0,9.6,0.2,0
"1498","emikhedova",24,"SC",0.2,NA,0.1,3.8,"accept",22648,9.8,"RU",TRUE,1,0,0.3,0,NA,5.1,1
"1499","emikhedova",24,"NC",5.1,NA,6,NA,"reject",18215,0,"RU",FALSE,0,1,3.6,0,NA,9.6,1
"1500","emikhedova",24,"BC",9.6,8.3,0.8,NA,"accept",16268,0.4,"RU",TRUE,0,0,4.2,0,NA,NA,1
"1501","mtodua",1,"BC",7.9,6.9,3.8,NA,"accept",16548,2.1,"RU",TRUE,NA,NA,NA,0,NA,7.5,NA
"1502","mtodua",1,"NC",7.5,NA,5,NA,"accept",12377,2.5,"RU",TRUE,NA,1,NA,0,6.8,7.1,NA
"1503","mtodua",1,"SC",7.1,NA,4.2,3.5,"accept",10345,2.9,"RU",TRUE,NA,1,NA,0,6.1,NA,NA
"1504","mtodua",2,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,1,1,7.9,0,6.3,6.8,NA
"1505","mtodua",2,"NC",6.8,NA,5.3,NA,"accept",17323,3.2,"RU",TRUE,1,NA,7.5,0,5.7,6.1,1
"1506","mtodua",2,"SC",6.1,NA,4.8,5.6,"accept",16956,3.9,"RU",TRUE,1,1,7.1,0,4.6,6.3,1
"1507","mtodua",3,"BC",6.3,5.7,3.2,NA,"accept",12183,3.7,"RU",TRUE,NA,1,NA,0,5,5.7,NA
"1508","mtodua",3,"NC",5.7,NA,4,NA,"accept",12371,4.3,"RU",TRUE,1,1,6.8,0,5.7,4.6,1
"1509","mtodua",3,"SC",4.6,NA,4.7,0.1,"accept",11414,5.4,"RU",TRUE,1,1,6.1,0,3.6,5,1
"1510","mtodua",4,"BC",5,2.5,6,NA,"reject",14600,0,"RU",FALSE,1,1,6.3,0,NA,5.7,1
"1511","mtodua",4,"NC",5.7,NA,5,NA,"accept",15467,4.3,"RU",TRUE,1,0,5.7,0,5.2,3.6,1
"1512","mtodua",4,"SC",3.6,NA,3,0.1,"accept",10810,6.4,"RU",TRUE,1,1,4.6,0,6.5,NA,1
"1513","mtodua",5,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,5,0,3.5,5.2,NA
"1514","mtodua",5,"NC",5.2,NA,5,NA,"accept",9709,4.8,"RU",TRUE,1,NA,5.7,0,NA,6.5,1
"1515","mtodua",5,"SC",6.5,NA,0,4,"accept",14702,3.5,"RU",TRUE,1,1,3.6,0,6,3.5,0
"1516","mtodua",6,"BC",3.5,6.7,2.5,NA,"reject",16546,0,"RU",FALSE,NA,1,NA,0,6.1,NA,NA
"1517","mtodua",6,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,0,5.2,0,6,6,NA
"1518","mtodua",6,"SC",6,NA,3.9,0.1,"accept",17498,4,"RU",TRUE,1,NA,6.5,0,4.3,6.1,1
"1519","mtodua",7,"BC",6.1,7.1,5.2,NA,"reject",14588,0,"RU",FALSE,0,1,3.5,0,7.7,6,1
"1520","mtodua",7,"NC",6,NA,2,NA,"accept",9624,4,"RU",TRUE,NA,0,NA,0,4.9,4.3,NA
"1521","mtodua",7,"SC",4.3,NA,3.9,4.3,"accept",6706,5.7,"RU",TRUE,1,1,6,0,NA,7.7,1
"1522","mtodua",8,"BC",7.7,7.2,4.2,NA,"accept",5417,2.3,"RU",TRUE,0,1,6.1,0,5.7,4.9,1
"1523","mtodua",8,"NC",4.9,NA,4.3,NA,"accept",9667,5.1,"RU",TRUE,1,1,6,0,NA,NA,1
"1524","mtodua",8,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,4.3,0,5.7,5.7,NA
"1525","mtodua",9,"BC",5.7,5.7,0,NA,"reject",11335,0,"RU",FALSE,1,NA,7.7,0,NA,NA,1
"1526","mtodua",9,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,0,4.9,0,6.7,5.7,NA
"1527","mtodua",9,"SC",5.7,NA,3.6,2,"accept",8078,4.3,"RU",TRUE,NA,NA,NA,0,3.8,NA,NA
"1528","mtodua",10,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,5.7,0,7.1,6.7,NA
"1529","mtodua",10,"NC",6.7,NA,5.1,NA,"accept",8519,3.3,"RU",TRUE,NA,NA,NA,0,5.4,3.8,NA
"1530","mtodua",10,"SC",3.8,NA,4,2,"accept",9527,6.2,"RU",TRUE,1,1,5.7,0,6,7.1,1
"1531","mtodua",11,"BC",7.1,6.5,5,NA,"accept",10891,2.9,"RU",TRUE,NA,1,NA,0,6.7,5.4,NA
"1532","mtodua",11,"NC",5.4,NA,5.7,NA,"reject",16594,0,"RU",FALSE,1,1,6.7,0,6,6,1
"1533","mtodua",11,"SC",6,NA,2,0.3,"accept",9134,4,"RU",TRUE,1,0,3.8,0,6.6,6.7,0
"1534","mtodua",12,"BC",6.7,7.9,0.1,NA,"reject",14874,0,"RU",FALSE,1,1,7.1,0,7.6,6,1
"1535","mtodua",12,"NC",6,NA,2,NA,"accept",11941,4,"RU",TRUE,0,0,5.4,0,6,6.6,1
"1536","mtodua",12,"SC",6.6,NA,2,0.1,"accept",11296,3.4,"RU",TRUE,1,1,6,0,8.1,7.6,0
"1537","mtodua",13,"BC",7.6,8.1,0,NA,"reject",23092,0,"RU",FALSE,0,1,6.7,0,8.2,6,1
"1538","mtodua",13,"NC",6,NA,4.8,NA,"accept",18882,4,"RU",TRUE,1,0,6,0,NA,8.1,1
"1539","mtodua",13,"SC",8.1,NA,1,3,"accept",20529,1.9,"RU",TRUE,1,1,6.6,0,5.2,8.2,0
"1540","mtodua",14,"BC",8.2,9,0.1,NA,"reject",15328,0,"RU",FALSE,0,1,7.6,0,9.4,NA,1
"1541","mtodua",14,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,0,6,0,4.7,5.2,NA
"1542","mtodua",14,"SC",5.2,NA,4,2,"accept",9882,4.8,"RU",TRUE,1,NA,8.1,0,NA,9.4,1
"1543","mtodua",15,"BC",9.4,8.4,4.2,NA,"accept",9297,0.6,"RU",TRUE,0,1,8.2,0,8.7,4.7,1
"1544","mtodua",15,"NC",4.7,NA,1,NA,"accept",23508,5.3,"RU",TRUE,NA,1,NA,0,5.9,NA,NA
"1545","mtodua",15,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,5.2,0,4.7,8.7,NA
"1546","mtodua",16,"BC",8.7,8.6,3.1,NA,"accept",11254,1.3,"RU",TRUE,1,NA,9.4,0,8.8,5.9,1
"1547","mtodua",16,"NC",5.9,NA,0.1,NA,"accept",9868,4.1,"RU",TRUE,1,1,4.7,0,5.8,4.7,0
"1548","mtodua",16,"SC",4.7,NA,2,4,"accept",11777,5.3,"RU",TRUE,NA,1,NA,0,4.8,8.8,NA
"1549","mtodua",17,"BC",8.8,8.5,10,NA,"reject",16066,0,"RU",FALSE,1,1,8.7,0,NA,5.8,0
"1550","mtodua",17,"NC",5.8,NA,7.8,NA,"reject",12427,0,"RU",FALSE,1,0,5.9,0,5.9,4.8,1
"1551","mtodua",17,"SC",4.8,NA,2.7,0,"accept",17098,5.2,"RU",TRUE,1,0,4.7,0,4.4,NA,0
"1552","mtodua",18,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,8.8,0,8.3,5.9,NA
"1553","mtodua",18,"NC",5.9,NA,4,NA,"accept",15972,4.1,"RU",TRUE,0,NA,5.8,0,3.2,4.4,1
"1554","mtodua",18,"SC",4.4,NA,4.2,3.5,"accept",18130,5.6,"RU",TRUE,1,1,4.8,0,NA,8.3,1
"1555","mtodua",19,"BC",8.3,8,4.5,NA,"accept",15003,1.7,"RU",TRUE,NA,1,NA,0,5.9,3.2,NA
"1556","mtodua",19,"NC",3.2,NA,0.1,NA,"accept",3743,6.8,"RU",TRUE,1,1,5.9,0,NA,NA,1
"1557","mtodua",19,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,4.4,0,5.7,5.9,NA
"1558","mtodua",20,"BC",5.9,8.7,7.9,NA,"reject",10793,0,"RU",FALSE,1,NA,8.3,0,4.6,NA,1
"1559","mtodua",20,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,0,3.2,0,4.9,5.7,NA
"1560","mtodua",20,"SC",5.7,NA,0.7,0,"accept",12058,4.3,"RU",TRUE,NA,NA,NA,0,NA,4.6,NA
"1561","mtodua",21,"BC",4.6,8.2,1,NA,"reject",8730,0,"RU",FALSE,0,1,5.9,0,6.9,4.9,0
"1562","mtodua",21,"NC",4.9,NA,6.8,NA,"reject",11740,0,"RU",FALSE,NA,0,NA,0,5.5,NA,NA
"1563","mtodua",21,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,0,5.7,0,6.7,6.9,NA
"1564","mtodua",22,"BC",6.9,9.3,7.8,NA,"reject",23561,0,"RU",FALSE,0,NA,4.6,0,9,5.5,1
"1565","mtodua",22,"NC",5.5,NA,2,NA,"accept",21634,4.5,"RU",TRUE,0,0,4.9,0,5.6,6.7,1
"1566","mtodua",22,"SC",6.7,NA,2.9,0.1,"accept",20219,3.3,"RU",TRUE,NA,1,NA,0,4.6,9,NA
"1567","mtodua",23,"BC",9,8.6,6.5,NA,"accept",17391,1,"RU",TRUE,0,1,6.9,0,8.6,5.6,1
"1568","mtodua",23,"NC",5.6,NA,0.1,NA,"accept",15268,4.4,"RU",TRUE,1,1,5.5,0,5,4.6,0
"1569","mtodua",23,"SC",4.6,NA,1,1.3,"accept",17431,5.4,"RU",TRUE,1,1,6.7,0,3.8,8.6,1
"1570","mtodua",24,"BC",8.6,8.3,4.6,NA,"accept",15627,1.4,"RU",TRUE,1,1,9,0,NA,5,1
"1571","mtodua",24,"NC",5,NA,0,NA,"accept",17329,5,"RU",TRUE,1,1,5.6,0,NA,3.8,1
"1572","mtodua",24,"SC",3.8,NA,3.8,3,"accept",8665,6.2,"RU",TRUE,1,1,4.6,0,NA,NA,1
"1573","eokorokova",1,"NC",5,NA,4.5,NA,"accept",10077,5,"RU",TRUE,NA,NA,NA,0,4.8,7.9,NA
"1574","eokorokova",1,"BC",7.9,3.5,4,NA,"accept",13222,2.1,"RU",TRUE,NA,1,NA,0,NA,2.4,NA
"1575","eokorokova",1,"SC",2.4,NA,2.5,3.5,"reject",11829,0,"RU",FALSE,NA,1,NA,0,4.6,4.8,NA
"1576","eokorokova",2,"NC",4.8,NA,5.5,NA,"reject",9116,0,"RU",FALSE,1,0,5,0,5,NA,1
"1577","eokorokova",2,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,1,0,7.9,0,7.9,4.6,NA
"1578","eokorokova",2,"SC",4.6,NA,4,2.9,"accept",9266,5.4,"RU",TRUE,0,NA,2.4,0,4.5,5,1
"1579","eokorokova",3,"NC",5,NA,1,NA,"accept",6369,5,"RU",TRUE,0,1,4.8,0,5,7.9,1
"1580","eokorokova",3,"BC",7.9,6.5,5.2,NA,"accept",10279,2.1,"RU",TRUE,NA,1,NA,0,7.3,4.5,NA
"1581","eokorokova",3,"SC",4.5,NA,1,4.5,"accept",12590,5.5,"RU",TRUE,1,1,4.6,0,4.1,5,1
"1582","eokorokova",4,"NC",5,NA,4,NA,"accept",9279,5,"RU",TRUE,1,1,5,0,5,7.3,1
"1583","eokorokova",4,"BC",7.3,7.3,4.5,NA,"reject",13285,0,"RU",FALSE,1,1,7.9,0,NA,4.1,1
"1584","eokorokova",4,"SC",4.1,NA,4.8,0.1,"accept",10481,5.9,"RU",TRUE,1,0,4.5,0,4,5,1
"1585","eokorokova",5,"NC",5,NA,3,NA,"accept",23407,5,"RU",TRUE,1,1,5,0,NA,NA,1
"1586","eokorokova",5,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,7.3,0,6.9,4,NA
"1587","eokorokova",5,"SC",4,NA,3.6,2,"accept",19539,6,"RU",TRUE,1,NA,4.1,0,4,NA,1
"1588","eokorokova",6,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,1,5,0,5,6.9,NA
"1589","eokorokova",6,"BC",6.9,7.5,0,NA,"reject",3953,0,"RU",FALSE,NA,NA,NA,0,7.3,4,NA
"1590","eokorokova",6,"SC",4,NA,1,0.1,"accept",5618,6,"RU",TRUE,1,0,4,0,4.1,5,1
"1591","eokorokova",7,"NC",5,NA,4.5,NA,"accept",15398,5,"RU",TRUE,NA,1,NA,0,5,7.3,NA
"1592","eokorokova",7,"BC",7.3,6.1,3,NA,"accept",16239,2.7,"RU",TRUE,0,1,6.9,0,7.3,4.1,1
"1593","eokorokova",7,"SC",4.1,NA,3.9,0.1,"accept",13371,5.9,"RU",TRUE,1,1,4,0,NA,5,0
"1594","eokorokova",8,"NC",5,NA,4.5,NA,"accept",15161,5,"RU",TRUE,1,1,5,0,NA,7.3,1
"1595","eokorokova",8,"BC",7.3,6.3,5.3,NA,"accept",17774,2.7,"RU",TRUE,1,1,7.3,0,7.1,NA,1
"1596","eokorokova",8,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,4.1,0,4,NA,NA
"1597","eokorokova",9,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,NA,5,0,5,7.1,NA
"1598","eokorokova",9,"BC",7.1,7.9,0,NA,"reject",11994,0,"RU",FALSE,1,NA,7.3,0,NA,4,1
"1599","eokorokova",9,"SC",4,NA,3.8,0.1,"accept",11175,6,"RU",TRUE,NA,0,NA,0,4,5,NA
"1600","eokorokova",10,"NC",5,NA,5,NA,"accept",16185,5,"RU",TRUE,NA,1,NA,0,5,NA,NA
"1601","eokorokova",10,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,7.1,0,7.3,4,NA
"1602","eokorokova",10,"SC",4,NA,2,4.3,"accept",15196,6,"RU",TRUE,1,NA,4,0,4,5,1
"1603","eokorokova",11,"NC",5,NA,5.6,NA,"reject",8332,0,"RU",FALSE,1,1,5,0,5,7.3,1
"1604","eokorokova",11,"BC",7.3,8.9,5,NA,"reject",11780,0,"RU",FALSE,NA,0,NA,0,7.5,4,NA
"1605","eokorokova",11,"SC",4,NA,2,0.1,"accept",11180,6,"RU",TRUE,1,0,4,0,4,5,1
"1606","eokorokova",12,"NC",5,NA,1,NA,"accept",16512,5,"RU",TRUE,0,1,5,0,5,7.5,0
"1607","eokorokova",12,"BC",7.5,8.2,5.6,NA,"reject",19523,0,"RU",FALSE,0,1,7.3,0,8.3,4,1
"1608","eokorokova",12,"SC",4,NA,3.6,3.5,"accept",14623,6,"RU",TRUE,1,0,4,0,4,5,1
"1609","eokorokova",13,"NC",5,NA,4,NA,"accept",9299,5,"RU",TRUE,1,1,5,0,NA,8.3,1
"1610","eokorokova",13,"BC",8.3,9,3.5,NA,"reject",12481,0,"RU",FALSE,0,1,7.5,0,9.2,4,1
"1611","eokorokova",13,"SC",4,NA,1,5,"accept",9912,6,"RU",TRUE,1,0,4,0,4,NA,1
"1612","eokorokova",14,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,1,5,0,5,9.2,NA
"1613","eokorokova",14,"BC",9.2,8.2,1,NA,"accept",18830,0.8,"RU",TRUE,0,NA,8.3,0,9.1,4,1
"1614","eokorokova",14,"SC",4,NA,2.1,2,"accept",13315,6,"RU",TRUE,1,1,4,0,NA,5,1
"1615","eokorokova",15,"NC",5,NA,4,NA,"accept",16229,5,"RU",TRUE,NA,1,NA,0,5,9.1,NA
"1616","eokorokova",15,"BC",9.1,7.9,2,NA,"accept",14518,0.9,"RU",TRUE,1,1,9.2,0,9,NA,1
"1617","eokorokova",15,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,4,0,4,5,NA
"1618","eokorokova",16,"NC",5,NA,3.6,NA,"accept",13454,5,"RU",TRUE,1,NA,5,0,5,9,1
"1619","eokorokova",16,"BC",9,7.8,7,NA,"accept",16262,1,"RU",TRUE,1,1,9.1,0,8.9,4,1
"1620","eokorokova",16,"SC",4,NA,2,0,"accept",15703,6,"RU",TRUE,NA,1,NA,0,3.9,5,NA
"1621","eokorokova",17,"NC",5,NA,1,NA,"accept",15828,5,"RU",TRUE,1,1,5,0,5,8.9,1
"1622","eokorokova",17,"BC",8.9,8.3,10,NA,"reject",18350,0,"RU",FALSE,1,1,9,0,NA,3.9,1
"1623","eokorokova",17,"SC",3.9,NA,1,3.5,"accept",14305,6.1,"RU",TRUE,1,0,4,0,3.8,5,1
"1624","eokorokova",18,"NC",5,NA,3,NA,"accept",7755,5,"RU",TRUE,1,1,5,0,5,NA,1
"1625","eokorokova",18,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,8.9,0,8.9,3.8,NA
"1626","eokorokova",18,"SC",3.8,NA,3.1,3.5,"accept",13850,6.2,"RU",TRUE,1,NA,3.9,0,NA,5,1
"1627","eokorokova",19,"NC",5,NA,1,NA,"accept",7233,5,"RU",TRUE,1,1,5,0,NA,8.9,1
"1628","eokorokova",19,"BC",8.9,8,4,NA,"accept",10703,1.1,"RU",TRUE,NA,1,NA,0,8.9,NA,NA
"1629","eokorokova",19,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,3.8,0,3.8,NA,NA
"1630","eokorokova",20,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,NA,5,0,5.1,8.9,NA
"1631","eokorokova",20,"BC",8.9,8.2,3.1,NA,"accept",11627,1.1,"RU",TRUE,1,NA,8.9,0,8.3,3.8,1
"1632","eokorokova",20,"SC",3.8,NA,2,3.8,"accept",10644,6.2,"RU",TRUE,NA,1,NA,0,NA,5.1,NA
"1633","eokorokova",21,"NC",5.1,NA,4,NA,"accept",21678,4.9,"RU",TRUE,NA,1,NA,0,5,8.3,NA
"1634","eokorokova",21,"BC",8.3,8.2,0.1,NA,"accept",21081,1.7,"RU",TRUE,1,1,8.9,0,8.1,NA,1
"1635","eokorokova",21,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,3.8,0,3.7,5,NA
"1636","eokorokova",22,"NC",5,NA,3.4,NA,"accept",4883,5,"RU",TRUE,1,NA,5.1,0,5,8.1,1
"1637","eokorokova",22,"BC",8.1,8.7,0,NA,"reject",6042,0,"RU",FALSE,1,1,8.3,0,8.5,3.7,1
"1638","eokorokova",22,"SC",3.7,NA,0.1,3,"accept",7032,6.3,"RU",TRUE,NA,0,NA,0,3.7,5,NA
"1639","eokorokova",23,"NC",5,NA,3.4,NA,"accept",12744,5,"RU",TRUE,1,1,5,0,5,8.5,1
"1640","eokorokova",23,"BC",8.5,9,0.8,NA,"reject",15184,0,"RU",FALSE,0,1,8.1,0,8.9,3.7,1
"1641","eokorokova",23,"SC",3.7,NA,2.9,1.3,"accept",13429,6.3,"RU",TRUE,1,0,3.7,0,3.7,5,1
"1642","eokorokova",24,"NC",5,NA,6,NA,"reject",6201,0,"RU",FALSE,1,1,5,0,NA,8.9,1
"1643","eokorokova",24,"BC",8.9,9,3,NA,"reject",8449,0,"RU",FALSE,0,0,8.5,0,NA,3.7,1
"1644","eokorokova",24,"SC",3.7,NA,1.7,3.8,"accept",6872,6.3,"RU",TRUE,1,0,3.7,0,NA,NA,1
"1645","ezaikina",1,"BC",7,8,6.8,NA,"reject",7909,0,"RU",FALSE,NA,NA,NA,0,NA,5.2,NA
"1646","ezaikina",1,"NC",5.2,NA,5,NA,"accept",11074,4.8,"RU",TRUE,NA,0,NA,0,4.4,7.1,NA
"1647","ezaikina",1,"SC",7.1,NA,4.5,2.4,"accept",5081,2.9,"RU",TRUE,NA,1,NA,0,3.1,NA,NA
"1648","ezaikina",2,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,7,0,6.9,4.4,NA
"1649","ezaikina",2,"NC",4.4,NA,5.5,NA,"reject",16720,0,"RU",FALSE,1,NA,5.2,0,4.1,3.1,1
"1650","ezaikina",2,"SC",3.1,NA,2,4.8,"accept",6270,6.9,"RU",TRUE,1,0,7.1,0,3.8,6.9,1
"1651","ezaikina",3,"BC",6.9,8,5.6,NA,"reject",15591,0,"RU",FALSE,NA,1,NA,0,8.2,4.1,NA
"1652","ezaikina",3,"NC",4.1,NA,2,NA,"accept",14490,5.9,"RU",TRUE,0,0,4.4,0,4.4,3.8,0
"1653","ezaikina",3,"SC",3.8,NA,4,6.2,"reject",13933,0,"RU",FALSE,1,1,3.1,0,4.6,8.2,0
"1654","ezaikina",4,"BC",8.2,6.2,4.2,NA,"accept",17979,1.8,"RU",TRUE,0,0,6.9,0,NA,4.4,1
"1655","ezaikina",4,"NC",4.4,NA,5,NA,"reject",15877,0,"RU",FALSE,1,1,4.1,0,4.6,4.6,0
"1656","ezaikina",4,"SC",4.6,NA,3,0.1,"accept",17128,5.4,"RU",TRUE,0,0,3.8,0,4.7,NA,1
"1657","ezaikina",5,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,1,1,8.2,0,7.3,4.6,NA
"1658","ezaikina",5,"NC",4.6,NA,5,NA,"reject",12562,0,"RU",FALSE,0,NA,4.4,0,NA,4.7,1
"1659","ezaikina",5,"SC",4.7,NA,0.2,0.1,"accept",11509,5.3,"RU",TRUE,1,0,4.6,0,4.5,7.3,0
"1660","ezaikina",6,"BC",7.3,8,4.5,NA,"reject",15710,0,"RU",FALSE,NA,1,NA,0,8.2,NA,NA
"1661","ezaikina",6,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,0,0,4.6,0,4.6,4.5,NA
"1662","ezaikina",6,"SC",4.5,NA,0.1,4.9,"accept",15009,5.5,"RU",TRUE,1,NA,4.7,0,4.1,8.2,1
"1663","ezaikina",7,"BC",8.2,5.9,4,NA,"accept",13223,1.8,"RU",TRUE,0,1,7.3,0,8.2,4.6,1
"1664","ezaikina",7,"NC",4.6,NA,4.5,NA,"accept",12230,5.4,"RU",TRUE,NA,1,NA,0,4.1,4.1,NA
"1665","ezaikina",7,"SC",4.1,NA,1,0.1,"accept",11151,5.9,"RU",TRUE,1,1,4.5,0,NA,8.2,1
"1666","ezaikina",8,"BC",8.2,7.8,4.2,NA,"accept",19689,1.8,"RU",TRUE,1,1,8.2,0,8.1,4.1,1
"1667","ezaikina",8,"NC",4.1,NA,4.2,NA,"reject",14725,0,"RU",FALSE,1,1,4.6,0,NA,NA,1
"1668","ezaikina",8,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,0,4.1,0,4.4,8.1,NA
"1669","ezaikina",9,"BC",8.1,7.1,4,NA,"accept",14899,1.9,"RU",TRUE,1,NA,8.2,0,NA,NA,1
"1670","ezaikina",9,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,0,1,4.1,0,5,4.4,NA
"1671","ezaikina",9,"SC",4.4,NA,2,3.5,"accept",11865,5.6,"RU",TRUE,NA,NA,NA,0,3.1,NA,NA
"1672","ezaikina",10,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,1,1,8.1,0,8,5,NA
"1673","ezaikina",10,"NC",5,NA,4.5,NA,"accept",12447,5,"RU",TRUE,NA,NA,NA,0,6.8,3.1,NA
"1674","ezaikina",10,"SC",3.1,NA,4,4.5,"reject",12356,0,"RU",FALSE,1,1,4.4,0,3.7,8,1
"1675","ezaikina",11,"BC",8,8.2,0,NA,"reject",16585,0,"RU",FALSE,NA,0,NA,0,8.2,6.8,NA
"1676","ezaikina",11,"NC",6.8,NA,3,NA,"accept",18163,3.2,"RU",TRUE,1,0,5,0,4.8,3.7,0
"1677","ezaikina",11,"SC",3.7,NA,0,0,"accept",14333,6.3,"RU",TRUE,0,1,3.1,0,3.7,8.2,1
"1678","ezaikina",12,"BC",8.2,7.8,7.8,NA,"accept",6785,1.8,"RU",TRUE,0,1,8,0,8.3,4.8,1
"1679","ezaikina",12,"NC",4.8,NA,4,NA,"accept",3689,5.2,"RU",TRUE,1,1,6.8,0,4,3.7,1
"1680","ezaikina",12,"SC",3.7,NA,0.4,2,"accept",7880,6.3,"RU",TRUE,1,1,3.7,0,3.7,8.3,1
"1681","ezaikina",13,"BC",8.3,8.5,2,NA,"reject",7635,0,"RU",FALSE,1,1,8.2,0,8.3,4,0
"1682","ezaikina",13,"NC",4,NA,4,NA,"accept",9802,6,"RU",TRUE,1,0,4.8,0,NA,3.7,1
"1683","ezaikina",13,"SC",3.7,NA,2,1.1,"accept",10111,6.3,"RU",TRUE,1,1,3.7,0,3.7,8.3,1
"1684","ezaikina",14,"BC",8.3,8.5,4,NA,"reject",17758,0,"RU",FALSE,0,1,8.3,0,8.7,NA,0
"1685","ezaikina",14,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,0,4,0,5,3.7,NA
"1686","ezaikina",14,"SC",3.7,NA,4,0,"accept",13815,6.3,"RU",TRUE,1,NA,3.7,0,NA,8.7,1
"1687","ezaikina",15,"BC",8.7,8.4,6,NA,"accept",13359,1.3,"RU",TRUE,0,1,8.3,0,8.3,5,1
"1688","ezaikina",15,"NC",5,NA,6.7,NA,"reject",9586,0,"RU",FALSE,NA,1,NA,0,4.8,NA,NA
"1689","ezaikina",15,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,0,3.7,0,6.2,8.3,NA
"1690","ezaikina",16,"BC",8.3,8.2,7.5,NA,"accept",17979,1.7,"RU",TRUE,1,NA,8.7,0,8,4.8,1
"1691","ezaikina",16,"NC",4.8,NA,3.6,NA,"accept",12764,5.2,"RU",TRUE,0,1,5,0,4.7,6.2,0
"1692","ezaikina",16,"SC",6.2,NA,2,3.5,"accept",14814,3.8,"RU",TRUE,NA,1,NA,0,3.7,8,NA
"1693","ezaikina",17,"BC",8,8.8,2,NA,"reject",15765,0,"RU",FALSE,1,1,8.3,0,NA,4.7,1
"1694","ezaikina",17,"NC",4.7,NA,5.6,NA,"reject",11464,0,"RU",FALSE,1,0,4.8,0,4.3,3.7,1
"1695","ezaikina",17,"SC",3.7,NA,1,3.9,"accept",13058,6.3,"RU",TRUE,1,0,6.2,0,3.9,NA,1
"1696","ezaikina",18,"BC",NA,100,100,NA,NA,NA,NA,"RU",NA,0,1,8,0,7.2,4.3,NA
"1697","ezaikina",18,"NC",4.3,NA,5,NA,"reject",9319,0,"RU",FALSE,0,NA,4.7,0,4,3.9,0
"1698","ezaikina",18,"SC",3.9,NA,1,3.4,"accept",8893,6.1,"RU",TRUE,1,0,3.7,0,NA,7.2,0
"1699","ezaikina",19,"BC",7.2,8.5,0,NA,"reject",17393,0,"RU",FALSE,NA,1,NA,0,8.6,4,NA
"1700","ezaikina",19,"NC",4,NA,2,NA,"accept",13603,6,"RU",TRUE,0,0,4.3,0,NA,NA,0
"1701","ezaikina",19,"SC",NA,NA,100,100,NA,NA,NA,"RU",NA,1,1,3.9,0,3.9,8.6,NA
"1702","ezaikina",20,"BC",8.6,9.9,6.8,NA,"reject",11266,0,"RU",FALSE,0,NA,7.2,0,8.2,NA,1
"1703","ezaikina",20,"NC",NA,NA,100,NA,NA,NA,NA,"RU",NA,1,0,4,0,4.1,3.9,NA
"1704","ezaikina",20,"SC",3.9,NA,0.7,3,"accept",12776,6.1,"RU",TRUE,NA,NA,NA,0,NA,8.2,NA
