"","sid","block_n","snb","bid","b2_bid","s1_rp","s2_rp","outcome","rt","profit","country","out_bool","out_prev","out_aprev","bid_prev","bid_aprev","bid_next","bid_anext","dl"
"883","6",17,"BC",8.5,6.1,7,NA,"accept",NA,1.5,"CH",TRUE,1,1,8.5,0,8.5,3.7,1
"884","6",18,"SC",3.7,NA,3.1,0,"accept",NA,6.3,"CH",TRUE,1,1,3.7,0,3.7,8.5,1
"885","6",18,"BC",8.5,9.9,0,NA,"reject",NA,0,"CH",FALSE,1,1,8.5,0,NA,4.9,1
"886","6",19,"NC",4.9,NA,0.1,NA,"accept",NA,5.1,"CH",TRUE,NA,0,NA,0,4.9,3.7,NA
"887","6",19,"SC",3.7,NA,2.6,0,"accept",NA,6.3,"CH",TRUE,1,1,3.7,0,NA,4.9,1
"888","6",20,"NC",4.9,NA,1,NA,"accept",NA,5.1,"CH",TRUE,1,1,4.9,0,4.9,9,1
"889","6",20,"BC",9,8.6,4,NA,"accept",NA,1,"CH",TRUE,NA,1,NA,0,NA,4.9,NA
"890","6",21,"NC",4.9,NA,4,NA,"accept",NA,5.1,"CH",TRUE,1,1,4.9,0,4.9,3.7,1
"891","6",21,"SC",3.7,NA,2.9,0,"accept",NA,6.3,"CH",TRUE,NA,1,NA,0,3.7,4.9,NA
"892","6",22,"NC",4.9,NA,2,NA,"accept",NA,5.1,"CH",TRUE,1,1,4.9,0,4.9,3.7,1
"893","6",22,"SC",3.7,NA,4.3,3,"accept",NA,6.3,"CH",TRUE,1,1,3.7,0,3.7,9,1
"894","6",22,"BC",9,6.9,0.1,NA,"accept",NA,1,"CH",TRUE,NA,1,NA,0,8.9,4.9,NA
"895","6",23,"NC",4.9,NA,4.5,NA,"accept",NA,5.1,"CH",TRUE,1,1,4.9,0,4.9,3.7,1
"896","6",23,"SC",3.7,NA,0.1,1.3,"accept",NA,6.3,"CH",TRUE,1,1,3.7,0,3.7,8.9,1
"897","6",23,"BC",8.9,8.6,6,NA,"accept",NA,1.1,"CH",TRUE,1,1,9,0,8.6,4.9,1
"898","6",24,"NC",4.9,NA,5,NA,"reject",NA,0,"CH",FALSE,1,1,4.9,0,NA,3.7,1
"899","6",24,"SC",3.7,NA,2.2,0.1,"accept",NA,6.3,"CH",TRUE,1,0,3.7,0,NA,8.6,1
"900","6",24,"BC",8.6,8.9,7,NA,"reject",NA,0,"CH",FALSE,1,1,8.9,0,NA,NA,1
"901","7",1,"NC",6.1,NA,3.6,NA,"accept",NA,3.9,"CH",TRUE,NA,NA,NA,0,4.3,5.5,NA
"902","7",1,"SC",5.5,NA,5,4.9,"accept",NA,4.5,"CH",TRUE,NA,1,NA,0,5,7,NA
"903","7",1,"BC",7,6.9,4.9,NA,"accept",NA,3,"CH",TRUE,NA,1,NA,0,NA,4.3,NA
"904","7",2,"NC",4.3,NA,2,NA,"accept",NA,5.7,"CH",TRUE,1,1,6.1,0,5,5,1
"905","7",2,"SC",5,NA,4.8,4.8,"accept",NA,5,"CH",TRUE,1,1,5.5,0,4.4,5,1
"906","7",3,"NC",5,NA,5,NA,"accept",NA,5,"CH",TRUE,1,1,4.3,0,5.5,4.4,0
"907","7",3,"SC",4.4,NA,5,0.1,"accept",NA,5.6,"CH",TRUE,1,1,5,0,2.9,6.1,1
"908","7",3,"BC",6.1,6.5,5,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,6.7,5.5,NA
"909","7",4,"NC",5.5,NA,0.1,NA,"accept",NA,4.5,"CH",TRUE,1,0,5,0,4.8,2.9,0
"910","7",4,"SC",2.9,NA,0.1,4,"accept",NA,7.1,"CH",TRUE,1,1,4.4,0,3.4,6.7,1
"911","7",4,"BC",6.7,6.6,1,NA,"accept",NA,3.3,"CH",TRUE,0,1,6.1,0,NA,4.8,1
"912","7",5,"NC",4.8,NA,3,NA,"accept",NA,5.2,"CH",TRUE,1,1,5.5,0,NA,3.4,1
"913","7",5,"SC",3.4,NA,3.6,0.1,"accept",NA,6.6,"CH",TRUE,1,1,2.9,0,3.6,3.6,0
"914","7",6,"SC",3.6,NA,0.1,0.1,"accept",NA,6.4,"CH",TRUE,1,1,3.4,0,3.9,4.6,0
"915","7",6,"BC",4.6,7.5,6.5,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,7.9,5.2,NA
"916","7",7,"NC",5.2,NA,4,NA,"accept",NA,4.8,"CH",TRUE,NA,0,NA,0,4.1,3.9,NA
"917","7",7,"SC",3.9,NA,3.9,3.6,"accept",NA,6.1,"CH",TRUE,1,1,3.6,0,NA,7.9,0
"918","7",7,"BC",7.9,6.9,4.5,NA,"accept",NA,2.1,"CH",TRUE,0,1,4.6,0,8.3,4.1,1
"919","7",8,"NC",4.1,NA,2.9,NA,"accept",NA,5.9,"CH",TRUE,1,1,5.2,0,NA,8.3,1
"920","7",8,"BC",8.3,8.3,0.1,NA,"reject",NA,0,"CH",FALSE,1,1,7.9,0,9,3.6,0
"921","7",9,"SC",3.6,NA,0,0.1,"accept",NA,6.4,"CH",TRUE,NA,0,NA,0,2.9,9,NA
"922","7",9,"BC",9,8.1,7.7,NA,"accept",NA,1,"CH",TRUE,0,1,8.3,0,NA,3.8,1
"923","7",10,"NC",3.8,NA,2,NA,"accept",NA,6.2,"CH",TRUE,NA,1,NA,0,3.1,2.9,NA
"924","7",10,"SC",2.9,NA,2,2,"accept",NA,7.1,"CH",TRUE,1,1,3.6,0,3.4,3.1,1
"925","7",11,"NC",3.1,NA,4.5,NA,"reject",NA,0,"CH",FALSE,1,1,3.8,0,3.8,3.4,1
"926","7",11,"SC",3.4,NA,0,4.1,"accept",NA,6.6,"CH",TRUE,1,0,2.9,0,2.9,9,0
"927","7",11,"BC",9,8.2,0,NA,"accept",NA,1,"CH",TRUE,NA,1,NA,0,8.9,3.8,NA
"928","7",12,"NC",3.8,NA,2.9,NA,"accept",NA,6.2,"CH",TRUE,0,1,3.1,0,4,2.9,1
"929","7",12,"SC",2.9,NA,3.6,3.5,"reject",NA,0,"CH",FALSE,1,1,3.4,0,3.6,8.9,1
"930","7",12,"BC",8.9,8.3,4.7,NA,"accept",NA,1.1,"CH",TRUE,1,0,9,0,8.7,4,1
"931","7",13,"NC",4,NA,4,NA,"accept",NA,6,"CH",TRUE,1,1,3.8,0,NA,3.6,0
"932","7",13,"SC",3.6,NA,1,5,"accept",NA,6.4,"CH",TRUE,0,1,2.9,0,3.4,8.7,1
"933","7",13,"BC",8.7,6.9,8,NA,"accept",NA,1.3,"CH",TRUE,1,1,8.9,0,8.1,3.4,1
"934","7",14,"SC",3.4,NA,2.1,0,"accept",NA,6.6,"CH",TRUE,1,1,3.6,0,NA,8.1,1
"935","7",14,"BC",8.1,8.4,0,NA,"reject",NA,0,"CH",FALSE,1,1,8.7,0,8.8,3.8,1
"936","7",15,"NC",3.8,NA,4,NA,"reject",NA,0,"CH",FALSE,NA,0,NA,0,5.1,8.8,NA
"937","7",15,"BC",8.8,8.9,0.1,NA,"reject",NA,0,"CH",FALSE,0,0,8.1,0,9.1,5.1,1
"938","7",16,"NC",5.1,NA,0.1,NA,"accept",NA,4.9,"CH",TRUE,0,0,3.8,0,4.9,4.2,1
"939","7",16,"SC",4.2,NA,2,0.1,"accept",NA,5.8,"CH",TRUE,NA,1,NA,0,4.2,9.1,NA
"940","7",16,"BC",9.1,8.1,4,NA,"accept",NA,0.9,"CH",TRUE,0,1,8.8,0,9,4.9,1
"941","7",17,"NC",4.9,NA,3.5,NA,"accept",NA,5.1,"CH",TRUE,1,1,5.1,0,4.8,4.2,1
"942","7",17,"SC",4.2,NA,4.8,3.9,"accept",NA,5.8,"CH",TRUE,1,1,4.2,0,3.4,9,1
"943","7",17,"BC",9,8,10,NA,"reject",NA,0,"CH",FALSE,1,1,9.1,0,NA,4.8,1
"944","7",18,"NC",4.8,NA,3,NA,"accept",NA,5.2,"CH",TRUE,1,0,4.9,0,4.8,3.4,1
"945","7",18,"SC",3.4,NA,0.5,3,"accept",NA,6.6,"CH",TRUE,1,1,4.2,0,NA,4.8,1
"946","7",19,"NC",4.8,NA,5.7,NA,"reject",NA,0,"CH",FALSE,1,1,4.8,0,NA,9.2,1
"947","7",19,"BC",9.2,8.2,2,NA,"accept",NA,0.8,"CH",TRUE,NA,0,NA,0,9,3.6,NA
"948","7",20,"SC",3.6,NA,3,0,"accept",NA,6.4,"CH",TRUE,NA,1,NA,0,NA,9,NA
"949","7",20,"BC",9,8.8,7.9,NA,"accept",NA,1,"CH",TRUE,1,1,9.2,0,4.6,5,1
"950","7",21,"NC",5,NA,3.9,NA,"accept",NA,5,"CH",TRUE,NA,1,NA,0,4.8,4.6,NA
"951","7",21,"BC",4.6,8.1,1,NA,"reject",NA,0,"CH",FALSE,1,1,9,0,9.2,4.8,1
"952","7",22,"NC",4.8,NA,6.8,NA,"reject",NA,0,"CH",FALSE,1,0,5,0,5.2,4.4,1
"953","7",22,"SC",4.4,NA,2.8,0,"accept",NA,5.6,"CH",TRUE,NA,0,NA,0,4.6,9.2,NA
"954","7",22,"BC",9.2,8.2,7,NA,"accept",NA,0.8,"CH",TRUE,0,1,4.6,0,9.1,5.2,1
"955","7",23,"NC",5.2,NA,6.2,NA,"reject",NA,0,"CH",FALSE,0,1,4.8,0,5.4,4.6,1
"956","7",23,"SC",4.6,NA,3,0,"accept",NA,5.4,"CH",TRUE,1,0,4.4,0,4.3,9.1,0
"957","7",23,"BC",9.1,8.2,7.9,NA,"accept",NA,0.9,"CH",TRUE,1,1,9.2,0,9.2,5.4,1
"958","7",24,"NC",5.4,NA,1,NA,"accept",NA,4.6,"CH",TRUE,0,1,5.2,0,NA,4.3,1
"959","7",24,"SC",4.3,NA,3.8,0.1,"accept",NA,5.7,"CH",TRUE,1,1,4.6,0,NA,9.2,1
"960","7",24,"BC",9.2,8.9,4,NA,"accept",NA,0.8,"CH",TRUE,1,1,9.1,0,NA,NA,0
"961","8",1,"NC",6.2,NA,4.5,NA,"accept",NA,3.8,"CH",TRUE,NA,NA,NA,0,6,4,NA
"962","8",1,"SC",4,NA,4.5,4.5,"reject",NA,0,"CH",FALSE,NA,1,NA,0,5,7.5,NA
"963","8",1,"BC",7.5,5,3.8,NA,"accept",NA,2.5,"CH",TRUE,NA,0,NA,0,NA,6,NA
"964","8",2,"NC",6,NA,4.8,NA,"accept",NA,4,"CH",TRUE,1,1,6.2,0,5.5,5,1
"965","8",2,"SC",5,NA,2,2.9,"accept",NA,5,"CH",TRUE,0,1,4,0,4.5,5.5,1
"966","8",3,"NC",5.5,NA,5,NA,"accept",NA,4.5,"CH",TRUE,1,1,6,0,5,4.5,1
"967","8",3,"SC",4.5,NA,2,5.2,"accept",NA,5.5,"CH",TRUE,1,1,5,0,4,6,1
"968","8",3,"BC",6,7.3,5.2,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,7,5,NA
"969","8",4,"NC",5,NA,3.9,NA,"accept",NA,5,"CH",TRUE,1,0,5.5,0,4.5,4,1
"970","8",4,"SC",4,NA,4.1,0.1,"accept",NA,6,"CH",TRUE,1,1,4.5,0,3.5,7,1
"971","8",4,"BC",7,6,4.4,NA,"accept",NA,3,"CH",TRUE,0,1,6,0,NA,4.5,1
"972","8",5,"NC",4.5,NA,0,NA,"accept",NA,5.5,"CH",TRUE,1,1,5,0,NA,3.5,1
"973","8",5,"SC",3.5,NA,1,0.1,"accept",NA,6.5,"CH",TRUE,1,1,4,0,3,3,1
"974","8",6,"SC",3,NA,2,2,"accept",NA,7,"CH",TRUE,1,1,3.5,0,2.9,6.5,1
"975","8",6,"BC",6.5,8,4.5,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,7.6,4,NA
"976","8",7,"NC",4,NA,0.1,NA,"accept",NA,6,"CH",TRUE,NA,0,NA,0,3.9,2.9,NA
"977","8",7,"SC",2.9,NA,4,2,"accept",NA,7.1,"CH",TRUE,1,1,3,0,NA,7.6,1
"978","8",7,"BC",7.6,6.9,3,NA,"accept",NA,2.4,"CH",TRUE,0,1,6.5,0,7.5,3.9,1
"979","8",8,"NC",3.9,NA,6.9,NA,"reject",NA,0,"CH",FALSE,1,1,4,0,NA,7.5,1
"980","8",8,"BC",7.5,7.5,2.5,NA,"reject",NA,0,"CH",FALSE,1,0,7.6,0,7.6,2.8,1
"981","8",9,"SC",2.8,NA,3.6,0.1,"accept",NA,7.2,"CH",TRUE,NA,0,NA,0,2.8,7.6,NA
"982","8",9,"BC",7.6,7.3,4,NA,"accept",NA,2.4,"CH",TRUE,0,1,7.5,0,NA,4,1
"983","8",10,"NC",4,NA,4,NA,"accept",NA,6,"CH",TRUE,NA,1,NA,0,4,2.8,NA
"984","8",10,"SC",2.8,NA,2,2,"accept",NA,7.2,"CH",TRUE,1,1,2.8,0,2.7,4,1
"985","8",11,"NC",4,NA,2.9,NA,"accept",NA,6,"CH",TRUE,1,1,4,0,4,2.7,1
"986","8",11,"SC",2.7,NA,1,4.1,"accept",NA,7.3,"CH",TRUE,1,1,2.8,0,2.6,7.5,1
"987","8",11,"BC",7.5,7.4,6.5,NA,"accept",NA,2.5,"CH",TRUE,NA,1,NA,0,7.5,4,NA
"988","8",12,"NC",4,NA,4.6,NA,"reject",NA,0,"CH",FALSE,1,1,4,0,4,2.6,1
"989","8",12,"SC",2.6,NA,3,4.6,"reject",NA,0,"CH",FALSE,1,0,2.7,0,2.7,7.5,1
"990","8",12,"BC",7.5,7.8,4,NA,"reject",NA,0,"CH",FALSE,1,0,7.5,0,8,4,1
"991","8",13,"NC",4,NA,7.2,NA,"reject",NA,0,"CH",FALSE,0,0,4,0,NA,2.7,0
"992","8",13,"SC",2.7,NA,3,3,"reject",NA,0,"CH",FALSE,0,0,2.6,0,3,8,1
"993","8",13,"BC",8,6.9,4,NA,"accept",NA,2,"CH",TRUE,0,0,7.5,0,8,3,1
"994","8",14,"SC",3,NA,3.6,4,"reject",NA,0,"CH",FALSE,0,1,2.7,0,NA,8,1
"995","8",14,"BC",8,7.5,5,NA,"accept",NA,2,"CH",TRUE,1,0,8,0,7.5,4.5,1
"996","8",15,"NC",4.5,NA,3.1,NA,"accept",NA,5.5,"CH",TRUE,NA,1,NA,0,4,7.5,NA
"997","8",15,"BC",7.5,7.4,3.1,NA,"accept",NA,2.5,"CH",TRUE,1,1,8,0,7.8,4,1
"998","8",16,"NC",4,NA,6,NA,"reject",NA,0,"CH",FALSE,1,1,4.5,0,4.4,3.5,1
"999","8",16,"SC",3.5,NA,1,0,"accept",NA,6.5,"CH",TRUE,NA,0,NA,0,3.4,7.8,NA
"1000","8",16,"BC",7.8,7.8,3,NA,"reject",NA,0,"CH",FALSE,1,1,7.5,0,7.6,4.4,0
"1001","8",17,"NC",4.4,NA,3.5,NA,"accept",NA,5.6,"CH",TRUE,0,0,4,0,4.3,3.4,1
"1002","8",17,"SC",3.4,NA,1.5,3,"accept",NA,6.6,"CH",TRUE,1,1,3.5,0,3.4,7.6,1
"1003","8",17,"BC",7.6,7.9,6.8,NA,"reject",NA,0,"CH",FALSE,0,1,7.8,0,NA,4.3,0
"1004","8",18,"NC",4.3,NA,3.4,NA,"accept",NA,5.7,"CH",TRUE,1,0,4.4,0,4.2,3.4,1
"1005","8",18,"SC",3.4,NA,3.1,0.1,"accept",NA,6.6,"CH",TRUE,1,1,3.4,0,NA,4.2,1
"1006","8",19,"NC",4.2,NA,5.7,NA,"reject",NA,0,"CH",FALSE,1,1,4.3,0,NA,8,1
"1007","8",19,"BC",8,8.2,2,NA,"reject",NA,0,"CH",FALSE,NA,0,NA,0,8,3.3,NA
"1008","8",20,"SC",3.3,NA,0.7,0,"accept",NA,6.7,"CH",TRUE,NA,0,NA,0,NA,8,NA
"1009","8",20,"BC",8,8.8,3.1,NA,"reject",NA,0,"CH",FALSE,0,1,8,0,8.5,4.2,0
"1010","8",21,"NC",4.2,NA,5.8,NA,"reject",NA,0,"CH",FALSE,NA,0,NA,0,4.3,8.5,NA
"1011","8",21,"BC",8.5,8.7,1,NA,"reject",NA,0,"CH",FALSE,0,0,8,0,9,4.3,1
"1012","8",22,"NC",4.3,NA,4.5,NA,"reject",NA,0,"CH",FALSE,0,0,4.2,0,4,3,1
"1013","8",22,"SC",3,NA,1.9,1,"accept",NA,7,"CH",TRUE,NA,0,NA,0,2.9,9,NA
"1014","8",22,"BC",9,8.7,7.8,NA,"accept",NA,1,"CH",TRUE,0,1,8.5,0,8.9,4,1
"1015","8",23,"NC",4,NA,4,NA,"accept",NA,6,"CH",TRUE,0,1,4.3,0,4,2.9,0
"1016","8",23,"SC",2.9,NA,0.1,5,"accept",NA,7.1,"CH",TRUE,1,1,3,0,2.9,8.9,1
"1017","8",23,"BC",8.9,8.5,0.1,NA,"accept",NA,1.1,"CH",TRUE,1,1,9,0,8.9,4,1
"1018","8",24,"NC",4,NA,3.4,NA,"accept",NA,6,"CH",TRUE,1,1,4,0,NA,2.9,1
"1019","8",24,"SC",2.9,NA,2.8,5,"accept",NA,7.1,"CH",TRUE,1,1,2.9,0,NA,8.9,1
"1020","8",24,"BC",8.9,8.7,7.9,NA,"accept",NA,1.1,"CH",TRUE,1,1,8.9,0,NA,NA,1
"1021","9",1,"NC",4.4,NA,5,NA,"reject",NA,0,"CH",FALSE,NA,NA,NA,0,5.1,5.5,NA
"1022","9",1,"SC",5.5,NA,4.2,4.9,"accept",NA,4.5,"CH",TRUE,NA,0,NA,0,4.8,5,NA
"1023","9",1,"BC",5,8,6,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,NA,5.1,NA
"1024","9",2,"NC",5.1,NA,2,NA,"accept",NA,4.9,"CH",TRUE,0,0,4.4,0,4.6,4.8,1
"1025","9",2,"SC",4.8,NA,2,3.1,"accept",NA,5.2,"CH",TRUE,1,1,5.5,0,4.1,4.6,1
"1026","9",3,"NC",4.6,NA,4,NA,"accept",NA,5.4,"CH",TRUE,1,1,5.1,0,4.6,4.1,1
"1027","9",3,"SC",4.1,NA,1,0.1,"accept",NA,5.9,"CH",TRUE,1,1,4.8,0,3.7,7.2,1
"1028","9",3,"BC",7.2,5.9,0.1,NA,"accept",NA,2.8,"CH",TRUE,NA,1,NA,0,6.3,4.6,NA
"1029","9",4,"NC",4.6,NA,4,NA,"accept",NA,5.4,"CH",TRUE,1,1,4.6,0,4,3.7,1
"1030","9",4,"SC",3.7,NA,0.1,3.5,"accept",NA,6.3,"CH",TRUE,1,1,4.1,0,3.3,6.3,1
"1031","9",4,"BC",6.3,7.3,1,NA,"reject",NA,0,"CH",FALSE,1,1,7.2,0,NA,4,1
"1032","9",5,"NC",4,NA,4.4,NA,"reject",NA,0,"CH",FALSE,1,0,4.6,0,NA,3.3,1
"1033","9",5,"SC",3.3,NA,3.5,4,"reject",NA,0,"CH",FALSE,1,0,3.7,0,3.8,3.8,1
"1034","9",6,"SC",3.8,NA,0.1,0.1,"accept",NA,6.2,"CH",TRUE,0,0,3.3,0,3.8,6.4,1
"1035","9",6,"BC",6.4,6.8,3,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,6.9,4.1,NA
"1036","9",7,"NC",4.1,NA,4,NA,"accept",NA,5.9,"CH",TRUE,NA,0,NA,0,4.3,3.8,NA
"1037","9",7,"SC",3.8,NA,1,4,"accept",NA,6.2,"CH",TRUE,1,1,3.8,0,NA,6.9,1
"1038","9",7,"BC",6.9,7.1,3,NA,"reject",NA,0,"CH",FALSE,0,1,6.4,0,7.1,4.3,1
"1039","9",8,"NC",4.3,NA,4.5,NA,"reject",NA,0,"CH",FALSE,1,0,4.1,0,NA,7.1,0
"1040","9",8,"BC",7.1,8.3,2.5,NA,"reject",NA,0,"CH",FALSE,0,0,6.9,0,7.5,3.6,1
"1041","9",9,"SC",3.6,NA,3.2,4.2,"accept",NA,6.4,"CH",TRUE,NA,0,NA,0,3.5,7.5,NA
"1042","9",9,"BC",7.5,7.1,7.7,NA,"reject",NA,0,"CH",FALSE,0,1,7.1,0,NA,3.5,1
"1043","9",10,"NC",3.5,NA,4,NA,"reject",NA,0,"CH",FALSE,NA,0,NA,0,4.2,3.5,NA
"1044","9",10,"SC",3.5,NA,4,4.5,"reject",NA,0,"CH",FALSE,1,0,3.6,0,3.8,4.2,1
"1045","9",11,"NC",4.2,NA,4,NA,"accept",NA,5.8,"CH",TRUE,0,0,3.5,0,3.8,3.8,1
"1046","9",11,"SC",3.8,NA,2,4.1,"accept",NA,6.2,"CH",TRUE,0,1,3.5,0,3.7,7.6,1
"1047","9",11,"BC",7.6,8.2,7.9,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,2.9,3.8,NA
"1048","9",12,"NC",3.8,NA,4,NA,"reject",NA,0,"CH",FALSE,1,0,4.2,0,3.8,3.7,1
"1049","9",12,"SC",3.7,NA,3,3.5,"accept",NA,6.3,"CH",TRUE,1,0,3.8,0,3.8,2.9,1
"1050","9",12,"BC",2.9,8.3,7.8,NA,"reject",NA,0,"CH",FALSE,0,1,7.6,0,8.1,3.8,0
"1051","9",13,"NC",3.8,NA,4,NA,"reject",NA,0,"CH",FALSE,0,0,3.8,0,NA,3.8,0
"1052","9",13,"SC",3.8,NA,3,3.5,"accept",NA,6.2,"CH",TRUE,1,0,3.7,0,3.8,8.1,0
"1053","9",13,"BC",8.1,7.6,0,NA,"accept",NA,1.9,"CH",TRUE,0,1,2.9,0,8.1,3.8,1
"1054","9",14,"SC",3.8,NA,2.1,0,"accept",NA,6.2,"CH",TRUE,1,1,3.8,0,NA,8.1,1
"1055","9",14,"BC",8.1,7.8,7.5,NA,"accept",NA,1.9,"CH",TRUE,1,1,8.1,0,7.8,4,1
"1056","9",15,"NC",4,NA,4.5,NA,"reject",NA,0,"CH",FALSE,NA,1,NA,0,4.2,7.8,NA
"1057","9",15,"BC",7.8,7.9,4.8,NA,"reject",NA,0,"CH",FALSE,1,0,8.1,0,7.9,4.2,1
"1058","9",16,"NC",4.2,NA,6,NA,"reject",NA,0,"CH",FALSE,0,0,4,0,4.5,3.7,1
"1059","9",16,"SC",3.7,NA,2.7,4,"accept",NA,6.3,"CH",TRUE,NA,0,NA,0,3.8,7.9,NA
"1060","9",16,"BC",7.9,8.2,6.7,NA,"reject",NA,0,"CH",FALSE,0,1,7.8,0,3.8,4.5,1
"1061","9",17,"NC",4.5,NA,7.8,NA,"reject",NA,0,"CH",FALSE,0,0,4.2,0,4.4,3.8,1
"1062","9",17,"SC",3.8,NA,3.4,0,"accept",NA,6.2,"CH",TRUE,1,0,3.7,0,3.8,3.8,0
"1063","9",17,"BC",3.8,7.8,6.8,NA,"reject",NA,0,"CH",FALSE,0,1,7.9,0,NA,4.4,0
"1064","9",18,"NC",4.4,NA,1,NA,"accept",NA,5.6,"CH",TRUE,0,0,4.5,0,4.4,3.8,0
"1065","9",18,"SC",3.8,NA,1,3,"accept",NA,6.2,"CH",TRUE,1,1,3.8,0,NA,4.4,1
"1066","9",19,"NC",4.4,NA,5.7,NA,"reject",NA,0,"CH",FALSE,1,1,4.4,0,NA,8.2,1
"1067","9",19,"BC",8.2,8.2,6.3,NA,"reject",NA,0,"CH",FALSE,NA,0,NA,0,7.5,3.8,NA
"1068","9",20,"SC",3.8,NA,2.9,0,"accept",NA,6.2,"CH",TRUE,NA,0,NA,0,NA,7.5,NA
"1069","9",20,"BC",7.5,8.2,1,NA,"reject",NA,0,"CH",FALSE,0,1,8.2,0,8.2,4.6,0
"1070","9",21,"NC",4.6,NA,2,NA,"accept",NA,5.4,"CH",TRUE,NA,0,NA,0,4.4,8.2,NA
"1071","9",21,"BC",8.2,7,2.9,NA,"accept",NA,1.8,"CH",TRUE,0,1,7.5,0,8.2,4.4,1
"1072","9",22,"NC",4.4,NA,0.1,NA,"accept",NA,5.6,"CH",TRUE,1,1,4.6,0,4.5,3.8,1
"1073","9",22,"SC",3.8,NA,0.1,0,"accept",NA,6.2,"CH",TRUE,NA,1,NA,0,3.8,8.2,NA
"1074","9",22,"BC",8.2,8.7,0.8,NA,"reject",NA,0,"CH",FALSE,1,1,8.2,0,8,4.5,1
"1075","9",23,"NC",4.5,NA,0,NA,"accept",NA,5.5,"CH",TRUE,1,0,4.4,0,4.4,3.8,0
"1076","9",23,"SC",3.8,NA,2.9,0,"accept",NA,6.2,"CH",TRUE,1,1,3.8,0,3.7,8,1
"1077","9",23,"BC",8,8.7,4.9,NA,"reject",NA,0,"CH",FALSE,0,1,8.2,0,8.2,4.4,0
"1078","9",24,"NC",4.4,NA,1,NA,"accept",NA,5.6,"CH",TRUE,1,0,4.5,0,NA,3.7,1
"1079","9",24,"SC",3.7,NA,1,5,"accept",NA,6.3,"CH",TRUE,1,1,3.8,0,NA,8.2,1
"1080","9",24,"BC",8.2,8.9,1,NA,"reject",NA,0,"CH",FALSE,0,1,8,0,NA,NA,1
"1081","erydkina",1,"NC",5.1,NA,3,NA,"accept",NA,4.9,"RU",TRUE,NA,NA,NA,0,5,2.4,NA
"1082","erydkina",1,"SC",2.4,NA,4.2,4,"reject",NA,0,"RU",FALSE,NA,1,NA,0,3,6.2,NA
"1083","erydkina",1,"BC",6.2,7,6,NA,"reject",NA,0,"RU",FALSE,NA,0,NA,0,NA,5,NA
"1084","erydkina",2,"NC",5,NA,5,NA,"accept",NA,5,"RU",TRUE,1,0,5.1,0,5.1,3,1
"1085","erydkina",2,"SC",3,NA,2,2.9,"accept",NA,7,"RU",TRUE,0,1,2.4,0,3.1,5.1,1
"1086","erydkina",3,"NC",5.1,NA,5,NA,"accept",NA,4.9,"RU",TRUE,1,1,5,0,5.2,3.1,0
"1087","erydkina",3,"SC",3.1,NA,2.2,3.5,"accept",NA,6.9,"RU",TRUE,1,1,3,0,3,7,0
"1088","erydkina",3,"BC",7,6.3,5.9,NA,"accept",NA,3,"RU",TRUE,NA,1,NA,0,7.1,5.2,NA
"1089","erydkina",4,"NC",5.2,NA,4,NA,"accept",NA,4.8,"RU",TRUE,1,1,5.1,0,5.2,3,0
"1090","erydkina",4,"SC",3,NA,0.1,0.1,"accept",NA,7,"RU",TRUE,1,1,3.1,0,3.3,7.1,1
"1091","erydkina",4,"BC",7.1,6.5,4,NA,"accept",NA,2.9,"RU",TRUE,1,1,7,0,NA,5.2,0
"1092","erydkina",5,"NC",5.2,NA,5,NA,"accept",NA,4.8,"RU",TRUE,1,1,5.2,0,NA,3.3,1
"1093","erydkina",5,"SC",3.3,NA,5.3,2,"accept",NA,6.7,"RU",TRUE,1,1,3,0,3.2,3.2,0
"1094","erydkina",6,"SC",3.2,NA,0,4,"accept",NA,6.8,"RU",TRUE,1,1,3.3,0,3.1,6,1
"1095","erydkina",6,"BC",6,7.2,2.5,NA,"reject",NA,0,"RU",FALSE,NA,1,NA,0,6.6,5.2,NA
"1096","erydkina",7,"NC",5.2,NA,0.1,NA,"accept",NA,4.8,"RU",TRUE,NA,0,NA,0,5.1,3.1,NA
"1097","erydkina",7,"SC",3.1,NA,2,0.1,"accept",NA,6.9,"RU",TRUE,1,1,3.2,0,NA,6.6,1
"1098","erydkina",7,"BC",6.6,6.1,5,NA,"accept",NA,3.4,"RU",TRUE,0,1,6,0,6.6,5.1,1
"1099","erydkina",8,"NC",5.1,NA,0,NA,"accept",NA,4.9,"RU",TRUE,1,1,5.2,0,NA,6.6,1
"1100","erydkina",8,"BC",6.6,6.6,4.2,NA,"accept",NA,3.4,"RU",TRUE,1,1,6.6,0,6.6,3.1,1
"1101","erydkina",9,"SC",3.1,NA,3,2,"accept",NA,6.9,"RU",TRUE,NA,1,NA,0,3.2,6.6,NA
"1102","erydkina",9,"BC",6.6,7.9,4,NA,"reject",NA,0,"RU",FALSE,1,1,6.6,0,NA,5.1,1
"1103","erydkina",10,"NC",5.1,NA,9,NA,"reject",NA,0,"RU",FALSE,NA,0,NA,0,5,3.2,NA
