opb,clh,rpe,cob,coe,cmr,sve
5.64444444444,-1.0830601531,-0.455555555556,6.1,4.4408920985e-16,3.9,-0.455555555556
4.86111111111,-0.622481961638,-0.238888888889,5.1,0.0,4.9,-0.238888888889
6.35555555556,-0.209142559045,-0.0444444444444,3.6,2.8,3.6,2.75555555556
5.87762728454,-2.07819463643,-4.12237271546,4.7,5.3,3.6,1.17762728454
4.9833899175,-0.575122889232,-5.0166100825,5.2,4.8,3.6,-0.2166100825
6.37830510093,-0.275473247428,-3.62169489907,7.1,2.9,3.6,-0.72169489907
5.27484136429,-0.234229325628,-0.0251586357056,5.3,0.0,8.3,-0.0251586357056
5.09426498776,-0.912862122441,-0.50573501224,5.6,0.0,12.7,-0.50573501224
6.28703700129,-1.20549346036,-0.712962998713,7.0,0.0,15.7,-0.712962998713
5.2877191836,-0.292455726612,-4.7122808164,5.1,4.9,15.7,0.187719183597
5.35313292395,-0.852016106986,-4.64686707605,5.7,4.3,15.7,-0.346867076048
6.65197764331,-1.27962103943,-0.548022356695,7.2,8.881784197e-16,18.5,-0.548022356695
5.19163234669,-1.34021653612,-4.80836765331,6.0,4.0,18.5,-0.808367653314
5.53068196038,-1.14386142412,-0.669318039623,6.2,0.0,22.3,-0.669318039623
6.93249098138,-0.683321073596,-0.26750901862,8.2,-1.0,25.1,-1.26750901862
5.60540727038,-1.46197692124,-4.39459272962,6.5,3.5,25.1,-0.894592729622
5.87328228541,-2.9723285667,1.67328228541,4.2,0.0,30.9,1.67328228541
7.06941942392,-0.981021635287,0.569419423918,7.6,-1.1,34.4,-0.530580576082
6.063317773,-1.94504925626,-1.236682227,7.3,0.0,37.1,-1.236682227
5.01678803168,-3.480170697,-4.98321196832,6.6,3.4,37.1,-1.58321196832
6.77795368093,-2.80036109005,1.57795368093,6.9,-1.7,41.9,-0.12204631907
6.69633183784,-4.81785280346,2.69633183784,4.0,0.0,47.9,2.69633183784
5.82717846318,-0.810163126804,0.327178463182,5.5,0.0,52.4,0.327178463182
5.9702547815,-2.51621579461,-1.1297452185,7.1,4.4408920985e-16,55.3,-1.1297452185
5.31617455931,-1.7808783839,-0.783825440691,6.1,4.4408920985e-16,59.2,-0.783825440691
5.65970733407,-1.14389598099,0.659707334072,5.0,0.0,64.2,0.659707334072
6.54853155898,-1.84531315986,1.04853155898,8.2,-2.7,68.7,-1.65146844102
5.71738718896,-4.49504665418,-4.28261281104,4.2,5.8,68.7,1.51738718896
5.32202639064,-2.19358797961,-4.67797360936,6.3,3.7,68.7,-0.977973609365
6.01182519273,-2.32028016543,-3.98817480727,8.0,2.0,68.7,-1.98817480727
4.42882537214,-1.00527088729,-5.57117462786,6.0,4.0,68.7,-1.57117462786
5.82261662817,-1.86131199847,-1.17738337183,7.0,0.0,71.7,-1.17738337183
5.34034809095,-2.96597113527,-4.65965190905,7.5,2.5,71.7,-2.15965190905
4.72118954219,-1.43969041741,-0.87881045781,5.6,0.0,76.1,-0.87881045781
6.42527769809,-1.0817868412,0.62527769809,5.8,0.0,80.3,0.62527769809
6.34342486648,-0.843442343159,-3.65657513352,9.0,1.0,80.3,-2.65657513352
5.17102165587,-5.27805476364,-2.42897834413,7.6,4.4408920985e-16,82.7,-2.42897834413
6.10522007239,-0.528717535734,-3.89477992761,6.3,3.7,82.7,-0.194779927611
6.57712959261,-2.207969807,-1.42287040739,7.3,0.7,84.7,-0.722870407387
6.41433009958,-0.340460332352,0.214330099584,6.2,0.0,88.5,0.214330099584
6.20492105542,-1.18023898206,-0.695078944583,6.9,-4.4408920985e-16,91.6,-0.695078944583
7.30544682775,-0.315660961631,-0.0945531722453,8.2,-0.8,94.2,-0.894553172245
6.30462207226,-1.59286148135,-3.69537792774,7.0,3.0,94.2,-0.695377927743
6.56070748017,-1.26106362802,-3.43929251983,7.1,2.9,94.2,-0.539292519835
7.35384526561,-1.06307639983,-2.64615473439,8.3,1.7,94.2,-0.946154734393
6.66056153595,-1.52530459956,-0.939438464048,7.6,4.4408920985e-16,96.6,-0.939438464048
6.8367523223,-4.2317075132,1.9367523223,4.9,0.0,101.7,1.9367523223
7.58221615653,-1.4947256189,-0.917783843473,8.3,0.2,103.2,-0.717783843473
7.14142699016,-1.72719814269,-0.758573009844,7.9,-4.4408920985e-16,105.3,-0.758573009844
5.84539703849,-0.396503354493,-4.15460296151,5.6,4.4,105.3,0.245397038493
8.05199737333,-0.588804402982,-1.94800262667,8.2,1.8,105.3,-0.148002626669
7.52971379007,-1.11437377532,-2.47028620993,9.0,1.0,105.3,-1.47028620993
5.7197869396,-2.85379373608,-4.2802130604,7.6,2.4,105.3,-1.8802130604
