opb,clh,rpe,cob,coe,cmr,sve
5.25,-1.57706034016,-4.75,5.5,4.5,0.0,-0.25
4.93333333333,-0.0232626425865,-0.0666666666667,5.0,0.0,5.0,-0.0666666666667
6.81111111111,-0.579092713264,-3.18888888889,nan,nan,0.0,nan
5.24985283045,-0.439800554061,0.249852830446,5.0,0.0,5.0,0.249852830446
4.97864076405,-0.829780443799,-0.421359235947,5.4,0.0,9.6,-0.421359235947
6.81096394156,-0.519737876408,0.210963941557,nan,nan,13.0,nan
5.08004998336,-0.508464358952,0.280049983363,4.8,0.0,18.2,0.280049983363
5.26500132991,-2.29332620527,1.06500132991,4.2,0.0,24.0,1.06500132991
6.66759042906,-1.84444337128,-3.33240957094,nan,nan,24.0,nan
4.88972480507,-0.530463455098,0.289724805074,4.6,0.0,29.4,0.289724805074
4.54121422034,-1.10231273472,0.541214220342,4.0,0.0,35.4,0.541214220342
6.66744325951,-1.06765795057,-0.532556740494,nan,nan,38.2,nan
4.69282450707,-2.35659194468,1.09282450707,3.6,0.0,44.6,1.09282450707
4.17339883345,-1.97862495378,-0.926601166548,5.1,0.0,49.5,-0.926601166548
7.02937492387,-4.48616738072,-2.97062507613,nan,nan,49.5,nan
3.95012844743,-1.12258235255,0.550128447427,3.4,0.0,56.1,0.550128447427
4.80312760582,-1.01570947529,0.503127605825,4.3,0.0,61.8,0.503127605825
7.02922775432,-0.28088350948,-2.97077224568,nan,nan,61.8,nan
3.57625484965,-0.272449764139,-6.42374515035,4.4,5.6,61.8,-0.823745150354
4.46119631866,-1.14774903477,0.561196318664,3.9,0.0,67.9,0.561196318664
7.02908058476,-1.98490397612,-2.97091941524,nan,nan,67.9,nan
3.57610768009,-0.289973861084,-6.42389231991,4.5,5.5,67.9,-0.923892319909
4.07980086874,-0.962667967431,0.479800868743,3.6,0.0,74.3,0.479800868743
7.02893341521,-2.83703958096,-1.57106658479,nan,nan,75.7,nan
3.57596051054,-0.630477062775,-6.42403948946,4.3,5.7,75.7,-0.724039489463
3.75372269945,-0.431670334384,-0.246277300554,4.0,0.0,81.7,-0.246277300554
8.09664827191,-1.45574649781,-1.90335172809,nan,nan,81.7,nan
3.57581334098,-0.800603292105,0.375813340982,3.2,0.0,88.5,0.375813340982
3.92109557544,-0.14702583253,0.121095575436,3.8,0.0,94.7,0.121095575436
8.09650110235,-1.00622744594,0.496501102351,nan,nan,97.1,nan
3.32040628733,-0.145458494572,0.120406287331,3.2,0.0,103.9,0.120406287331
3.83879763452,-0.869432751432,0.438797634518,3.4,0.0,110.5,0.438797634518
7.7590732629,-1.37030655271,-2.2409267371,nan,nan,110.5,nan
3.23857679451,-0.186775507573,-6.76142320549,4.1,5.9,110.5,-0.861423205491
3.54058573313,-0.234156800126,-0.15941426687,3.7,0.0,116.8,-0.15941426687
7.75892609334,-0.771831310859,-2.24107390666,nan,nan,116.8,nan
3.23842962495,-0.56653307622,0.238429624954,3.0,0.0,123.8,0.238429624954
3.64892549591,0.0170781236703,0.0489254959091,3.6,0.0,130.2,0.0489254959091
7.75877892379,-1.42317392817,-0.741221076213,nan,nan,131.7,nan
3.07639011924,-0.27275734695,0.176390119242,2.9,0.0,138.8,0.176390119242
3.61567516816,-0.816855724628,0.415675168164,3.2,0.0,145.6,0.415675168164
8.26252126216,-0.0138366133606,-1.73747873784,nan,nan,145.6,nan
2.95651337263,-0.227560600929,-7.04348662737,3.8,6.2,145.6,-0.843486627366
3.33317755991,-0.0236168480265,-0.0668224400884,3.4,0.0,152.2,-0.0668224400884
8.26237409261,-1.11845985234,-1.73762590739,nan,nan,152.2,nan
2.95636620308,-0.234645842129,-0.0436337969204,3.0,0.0,159.2,-0.0436337969204
3.37859085603,-0.277761492941,0.178590856034,3.2,0.0,166.0,0.178590856034
