opb,clh,rpe,cob,coe,cmr,sve
5.131915,-1.5584079109003122,-4.8680849999999998,5.0,5.0,0.0,0.13191500000000023
4.959574,-1.0278235745131148,0.45957399999999993,4.5,0.0,5.5,0.4595739999999999
6.554348,-1.3665221185726959,-0.94565199999999994,6.0,1.5,2.5,0.5543480000000001
5.1319150000000002,-0.93172211980266484,0.13191500000000023,5.0,0.0,7.5,0.13191500000000023
4.7620057645005636,-1.2110172268034616,0.76200576450056356,4.0,0.0,13.5,0.76200576450056356
5.0752054955765384,-0.92589786835257837,0.075205495576538439,5.0,0.0,18.5,0.075205495576538439
4.4344238422578437,-0.97855024479036268,0.33442384225784405,4.1,0.0,24.399999999999999,0.33442384225784405
6.9608783890918833,-1.0284189208358354,0.46087838909188328,6.1,0.40000000000000036,27.899999999999999,0.86087838909188363
5.0428750829315296,-1.0692306118633468,-4.9571249170684704,5.5,4.5,27.899999999999999,-0.45712491706847036
4.2906569441656446,-1.0424693544820105,0.49065694416564476,3.8,0.0,34.100000000000001,0.49065694416564476
6.7627494041782326,-1.2115794695431306,0.76274940417823256,2.6,3.4000000000000004,38.100000000000001,4.1627494041782329
5.0428750829315296,-0.92400486707193141,-4.9571249170684704,6.0,4.0,38.100000000000001,-0.95712491706847036
4.0797263286513816,-0.92624518075647422,0.079726328651381628,4.0,0.0,44.100000000000001,0.079726328651381628
4.0454524357103061,-0.92411775073277502,0.045452435710306105,4.0,0.0,50.100000000000001,0.045452435710306105
6.434847795489012,-1.0814703103308936,-3.565152204510988,7.6,2.4000000000000004,50.100000000000001,-1.1651522045109877
5.0428750829315296,-1.0267103278610317,-4.9571249170684704,6.5,3.5,50.100000000000001,-1.4571249170684704
4.0259126934219331,-0.92342629230350504,0.025912693421933142,4.0,0.0,56.100000000000001,0.025912693421933142
6.434847795489012,-1.0814703103308936,-0.56515220451098802,6.0,1.0,59.100000000000001,0.43484779548901198
5.0428750829315296,-1.3773469942306484,-0.95712491706847036,6.0,0.0,63.100000000000001,-0.95712491706847036
6.677803497582369,-1.0114807553057703,-3.322196502417631,7.3,2.7000000000000002,63.100000000000001,-0.6221965024176308
