opb,clh,rpe,cob,coe,cmr,sve,emv,ecv
0.0,-282.765373233,3.95209071189,6.0,0.0,4.0,3.95209071189,1281.97611016,0.0479092881113
0.0,-282.765373233,3.95209071189,6.0,0.0,4.0,3.95209071189,1281.97611016,0.0479092881113
0.0,-282.765373233,3.95209071189,5.6,0.0,4.0,4.35209071189,1281.97611016,0.0479092881113
0.0,-282.763203791,4.8422554599,5.1,0.0,8.9,4.8422554599,1281.97611016,0.0577445401046
0.0,-282.762921924,4.94097760528,5.0,0.4,13.9,4.94097760528,1281.97611016,0.0590223947215
0.0,-282.198215984,-2.61913950527,8.1,-0.4,13.9,-0.719139505266,1281.97611016,2.61913950527
0.0,-282.759423649,5.92511803334,4.0,0.0,19.9,5.92511803334,1281.97611016,0.0748819666611
0.0,-282.759423649,5.92511803334,4.0,0.0,25.9,5.92511803334,1281.97611016,0.0748819666611
0.0,-282.76515957,-0.0488779345731,6.1,0.0,25.9,3.85112206543,1281.97611016,0.0488779345731
0.0,-281.909120888,2.07023624085,4.0,0.0,31.9,2.07023624085,1281.97611016,3.92976375915
0.0,-282.754545074,6.80300081911,3.1,1.9,38.8,6.80300081911,1281.97611016,0.0969991808909
0.0,-282.574083863,3.08487265686,2.6,-1.9,42.8,6.48487265686,1281.97611016,0.91512734314
0.0,-282.753835939,-0.100214073817,4.0,0.0,42.8,5.89978592618,1281.97611016,0.100214073817
0.0,-281.909120888,2.07023624085,4.0,0.0,48.8,2.07023624085,1281.97611016,3.92976375915
0.0,-282.131379478,-2.92214549369,6.6,0.0,48.8,0.477854506307,1281.97611016,2.92214549369
0.0,-281.612025103,0.723340542553,4.0,0.0,54.8,0.723340542553,1281.97611016,5.27665945745
0.0,-282.053851341,1.72637757528,5.0,3.9,59.8,1.72637757528,1281.97611016,3.27362242472
0.0,-282.550731188,-1.0209976355,7.6,-3.9,59.8,1.3790023645,1281.97611016,1.0209976355
0.0,-282.06830064,1.69188405769,5.1,0.0,64.7,1.69188405769,1281.97611016,3.20811594231
