opb,clh,rpe,cob,coe,cmr,sve
5.8,-3.56325619398,-0.8,6.6,-1.6,135.7,"[  3.00000000e-01  -5.00000000e-01   1.90000000e+00   3.00000000e-01
  -5.00000000e-01   1.30000000e+00  -1.10000000e+00  -5.00000000e-01
   5.00000000e-01  -1.60000000e+00  -1.80000000e+00   1.00000000e-01
  -1.90000000e+00  -1.50000000e+00   8.88178420e-16  -2.00000000e+00
  -2.00000000e+00   8.88178420e-16  -2.00000000e+00  -1.80000000e+00
  -2.00000000e-01  -1.90000000e+00  -1.50000000e+00  -3.00000000e-01
  -1.90000000e+00  -1.90000000e+00  -4.00000000e-01  -1.90000000e+00
  -2.10000000e+00  -5.00000000e-01  -1.90000000e+00  -2.30000000e+00
  -6.00000000e-01  -1.80000000e+00  -2.20000000e+00  -6.00000000e-01
  -1.70000000e+00  -2.30000000e+00  -7.00000000e-01  -1.60000000e+00
  -2.40000000e+00]"
5.1,-2.69661986664,0.8,5.0,0.0,140.7,"[ 1.9  1.1  3.5  1.9  1.1  2.9  0.5  1.1  2.1  0.  -0.2  1.7 -0.3  0.1  1.6
 -0.4 -0.4  1.6 -0.4 -0.2  1.4 -0.3  0.1  1.3 -0.3 -0.3  1.2 -0.3 -0.5  1.1
 -0.3 -0.7  1.  -0.2 -0.6  1.  -0.1 -0.7  0.9  0.  -0.8  0.8]"
4.3,-3.31830490652,-4.9,5.0,5.0,140.7,"[ 1.9  1.1  3.5  1.9  1.1  2.9  0.5  1.1  2.1  0.  -0.2  1.7 -0.3  0.1  1.6
 -0.4 -0.4  1.6 -0.4 -0.2  1.4 -0.3  0.1  1.3 -0.3 -0.3  1.2 -0.3 -0.5  1.1
 -0.3 -0.7  1.  -0.2 -0.6  1.  -0.1 -0.7  0.9  0.  -0.8  0.8  0.1]"
5.8,-3.49841442374,-0.7,9.0,-4.0,145.7,"[-2.1 -2.9 -0.5 -2.1 -2.9 -1.1 -3.5 -2.9 -1.9 -4.  -4.2 -2.3 -4.3 -3.9 -2.4
 -4.4 -4.4 -2.4 -4.4 -4.2 -2.6 -4.3 -3.9 -2.7 -4.3 -4.3 -2.8 -4.3 -4.5 -2.9
 -4.3 -4.7 -3.  -4.2 -4.6 -3.  -4.1 -4.7 -3.1 -4.  -4.8 -3.2 -3.9 -4.7]"
5.2,-2.70881420949,0.8,5.0,0.0,150.7,"[ 1.9  1.1  3.5  1.9  1.1  2.9  0.5  1.1  2.1  0.  -0.2  1.7 -0.3  0.1  1.6
 -0.4 -0.4  1.6 -0.4 -0.2  1.4 -0.3  0.1  1.3 -0.3 -0.3  1.2 -0.3 -0.5  1.1
 -0.3 -0.7  1.  -0.2 -0.6  1.  -0.1 -0.7  0.9  0.  -0.8  0.8  0.1 -0.7  0.8]"
4.3,-3.40410939334,0.2,5.0,0.0,155.7,"[ 1.9  1.1  3.5  1.9  1.1  2.9  0.5  1.1  2.1  0.  -0.2  1.7 -0.3  0.1  1.6
 -0.4 -0.4  1.6 -0.4 -0.2  1.4 -0.3  0.1  1.3 -0.3 -0.3  1.2 -0.3 -0.5  1.1
 -0.3 -0.7  1.  -0.2 -0.6  1.  -0.1 -0.7  0.9  0.  -0.8  0.8  0.1 -0.7  0.8
  0.2]"
5.7,-3.43974340948,-0.7,8.6,-3.6,160.7,"[-1.7 -2.5 -0.1 -1.7 -2.5 -0.7 -3.1 -2.5 -1.5 -3.6 -3.8 -1.9 -3.9 -3.5 -2.
 -4.  -4.  -2.  -4.  -3.8 -2.2 -3.9 -3.5 -2.3 -3.9 -3.9 -2.4 -3.9 -4.1 -2.5
 -3.9 -4.3 -2.6 -3.8 -4.2 -2.6 -3.7 -4.3 -2.7 -3.6 -4.4 -2.8 -3.5 -4.3 -2.8
 -3.4 -4.3]"
5.1,-2.66505386138,-4.3,5.1,4.9,160.7,"[  1.80000000e+00   1.00000000e+00   3.40000000e+00   1.80000000e+00
   1.00000000e+00   2.80000000e+00   4.00000000e-01   1.00000000e+00
   2.00000000e+00  -1.00000000e-01  -3.00000000e-01   1.60000000e+00
  -4.00000000e-01   8.88178420e-16   1.50000000e+00  -5.00000000e-01
  -5.00000000e-01   1.50000000e+00  -5.00000000e-01  -3.00000000e-01
   1.30000000e+00  -4.00000000e-01   8.88178420e-16   1.20000000e+00
  -4.00000000e-01  -4.00000000e-01   1.10000000e+00  -4.00000000e-01
  -6.00000000e-01   1.00000000e+00  -4.00000000e-01  -8.00000000e-01
   9.00000000e-01  -3.00000000e-01  -7.00000000e-01   9.00000000e-01
  -2.00000000e-01  -8.00000000e-01   8.00000000e-01  -1.00000000e-01
  -9.00000000e-01   7.00000000e-01   8.88178420e-16  -8.00000000e-01
   7.00000000e-01   1.00000000e-01  -8.00000000e-01   6.00000000e-01]"
4.2,-5.70130936551,-0.9,6.0,0.0,164.7,"[ 0.9  0.1  2.5  0.9  0.1  1.9 -0.5  0.1  1.1 -1.  -1.2  0.7 -1.3 -0.9  0.6
 -1.4 -1.4  0.6 -1.4 -1.2  0.4 -1.3 -0.9  0.3 -1.3 -1.3  0.2 -1.3 -1.5  0.1
 -1.3 -1.7  0.  -1.2 -1.6  0.  -1.1 -1.7 -0.1 -1.  -1.8 -0.2 -0.9 -1.7 -0.2
 -0.8 -1.7 -0.3 -0.9]"
5.7,-3.06451997946,-1.8,8.7,-2.7,168.7,"[-1.8 -2.6 -0.2 -1.8 -2.6 -0.8 -3.2 -2.6 -1.6 -3.7 -3.9 -2.  -4.  -3.6 -2.1
 -4.1 -4.1 -2.1 -4.1 -3.9 -2.3 -4.  -3.6 -2.4 -4.  -4.  -2.5 -4.  -4.2 -2.6
 -4.  -4.4 -2.7 -3.9 -4.3 -2.7 -3.8 -4.4 -2.8 -3.7 -4.5 -2.9 -3.6 -4.4 -2.9
 -3.5 -4.4 -3.  -3.6 -4.5]"
