opb,clh,rpe,cob,coe,cmr
5.131915,-2.089045076658381,-4.8680849999999998,5.0,5.0,0.0
4.959574,-0.94326109893708943,-4.8680849999999998,4.5,0.0,5.5
6.554348,-1.7716210893627953,0.45957399999999993,6.0,1.5,2.5
5.2413017744194397,-0.57128792036881337,0.45957399999999993,5.0,0.0,7.5
4.5881054487220458,-1.1623006556189308,-0.94565199999999994,4.0,0.0,13.5
5.0192131343730999,-0.19281091926519606,-0.94565199999999994,5.0,0.0,18.5
4.1286732715200793,-0.20893260985085951,0.24130177441943967,4.1,0.0,24.399999999999999
7.1445800708787655,-1.2585430641810043,0.24130177441943967,6.1,0.40000000000000036,27.899999999999999
4.9491162617054627,-0.92543932549015828,0.58810544872204584,5.5,4.5,27.899999999999999
4.0521021236967458,-0.58969356148802421,0.58810544872204584,3.8,0.0,34.100000000000001
6.6464981111762027,-1.2618117326712903,0.019213134373099905,2.6,3.4000000000000004,38.100000000000001
5.0585030361249022,-0.40474010510053421,0.019213134373099905,6.0,4.0,38.100000000000001
3.8226220016969727,-0.46235088028107779,0.028673271520079702,4.0,0.0,44.100000000000001
3.8870670565236507,-0.35252549217626522,0.028673271520079702,4.0,0.0,50.100000000000001
6.1471034939029954,-1.6135498743696939,0.64458007087876545,7.6,2.4000000000000004,50.100000000000001
5.1678898105443416,-0.80219642087396159,0.64458007087876545,6.5,3.5,50.100000000000001
3.9074075692185004,-0.31786178202859411,-5.0508837382945373,4.0,0.0,56.100000000000001
6.2564902683224348,-1.399817295810396,-5.0508837382945373,6.0,1.0,59.100000000000001
5.277276584963781,-1.3696219857455965,0.25210212369674601,6.0,0.0,63.100000000000001
6.7083813568895607,-0.82745355615092719,0.25210212369674601,7.3,2.7000000000000002,63.100000000000001
3.9138275568777874,-0.18363297473272625,0.64649811117620271,3.9,0.0,69.200000000000003
6.8177681313090002,-0.58447519370481471,0.64649811117620271,8.299999999999999,1.7000000000000011,69.200000000000003
5.7149420517118337,-0.64585591926397823,-4.9414969638750978,6.0,0.0,73.200000000000003
3.8474164352764668,-0.24967983611719621,-4.9414969638750978,3.9,0.0,79.299999999999997
5.8530805016895497,-1.2625298483697807,-0.17737799830302725,6.5,0.0,82.799999999999997
3.826455381466459,-0.45581814596858106,-0.17737799830302725,4.0,0.0,88.799999999999997
6.9271549057284396,-1.878227374922173,-0.1129329434763493,8.299999999999999,1.7000000000000011,88.799999999999997
6.2388677126430983,-0.60508250376286332,-0.1129329434763493,6.5,0.0,92.299999999999997
3.8882769695274506,-0.35046359362450274,-3.8528965060970046,4.0,0.0,98.299999999999997
7.0365416801478791,-1.719326323448084,-3.8528965060970046,9.0,1.0,98.299999999999997
6.3606320541122123,-0.3975752544457829,-4.8321101894556584,6.5,0.0,101.8
3.9077894488038254,-0.31721099394593349,-4.8321101894556584,4.0,0.0,107.8
7.1459284545673185,-3.0130785046654425,-0.092592430781499591,7.699999999999999,1.3000000000000007,108.8
3.9139480878723547,-0.30671562036423999,-0.092592430781499591,4.0,0.0,114.8
8.3578595560802569,-0.40230006495604231,-0.74350973167756518,8.2,0.30000000000000071,116.3
6.3990640042454494,-0.33208064279002081,-0.74350973167756518,6.5,0.0,119.8
8.3981889327358186,-0.33357191420600679,-0.72272341503621895,4.6,3.9000000000000004,121.3
6.4111941137111845,-4.269155335476106,-0.72272341503621895,4.0,0.0,127.3
3.915891912367397,-0.30340301119430751,-3.2916186431104393,4.0,0.0,133.30000000000001
8.4109179186920571,-0.3118795465513533,-3.2916186431104393,6.199999999999999,2.3000000000000007,134.80000000000001
4.7040868270485916,-3.2206114511676462,0.013827556877787028,6.5,0.0,138.30000000000001
3.9165054332484681,-0.30235746675253072,0.013827556877787028,4.0,0.0,144.30000000000001
8.4149355132325816,-0.30503287878378665,-3.1822318686909998,8.9,1.0999999999999996,144.30000000000001
5.8762158305368253,-1.2231032938200486,-3.1822318686909998,6.5,0.0,147.80000000000001
3.9166990761789235,-0.30202746610239212,-0.28505794828816633,4.0,0.0,153.80000000000001
6.2461698159834267,-0.59263847162587691,-0.28505794828816633,6.5,0.0,157.30000000000001
