drndg_beh,drndg_opb,drndg_clh,drndg_rpe,drndg_cob,drndg_coe,drndg_cmr,drndg_otb,drndg_sib
3.9,6.180334981320792,-0.97466407278376455,0.3055987251979788,5.874736256122813,0.0,35.53462458807158,1,5.874736256122813
6.1,6.483,-0.93068204578459357,-3.5170000000000003,8.1,1.9000000000000004,35.53462458807158,0,6.422514883161879
5.0,5.564080464765182,-2.1059675876148738,1.5496696460217123,4.014410818743469,0.0,41.52021376932811,1,4.014410818743469
4.0,6.043732351157296,-1.5641113990124467,1.1384116196764626,4.905320731480833,0.0,46.614893037847274,1,4.905320731480833
6.5,6.483,-0.93516215448870155,-3.5170000000000003,7.199999999999999,2.8000000000000007,46.614893037847274,0,6.596131636322658
3.1,4.871378132993476,-0.97447192560947238,0.3049566562277972,4.5664214767656786,0.0,52.0484715610816,1,4.5664214767656786
7.1,6.483,-1.2120072500248635,-3.5170000000000003,7.3,2.7,52.0484715610816,0,7.243011928228708
3.8,5.534862357161916,-0.92940541412216382,0.032463293752047484,5.502399063409869,0.0,56.54607249767173,1,5.502399063409869
7.1,6.483,-0.98958817621057082,-3.5170000000000003,8.0,2.0,56.54607249767173,0,6.834907284172976
5.1,4.73506250765965,-1.0742730876659405,-0.5446217889556433,5.279684296615294,0.0,61.26638820105644,1,5.279684296615294
3.9,5.520351264854751,-0.93786566011457839,-0.13533092519803525,5.6556821900527865,0.0,65.61070601100366,1,5.6556821900527865
5.0,4.978508447322823,-2.4323728136338914,-1.751401711180236,6.729910158503059,0.0,68.8807958525006,1,6.729910158503059
3.5,5.580844188418273,-0.93430243280624026,-0.1050940671992695,5.685938255617542,0.0,73.19485759688305,1,5.685938255617542
7.6,6.483,-1.1544689941582098,-3.5170000000000003,8.5,1.5,73.19485759688305,0,5.804598510149946
5.0,5.761385012220389,-0.96017673084095578,-0.2526529354884115,6.0140379477088,0.0,77.18081964917425,1,6.0140379477088
3.6,5.627821236456346,-0.94810544267510022,-0.19800420120525875,5.825825437661605,0.0,81.35499421151265,1,5.825825437661605
8.4,6.483,-1.1998867958005512,-3.5170000000000003,8.0,2.0,81.35499421151265,0,7.226565720257112
5.0,5.8743208743837085,-1.3361894046483509,-0.9115780618865061,6.785898936270215,0.0,84.56909527524243,1,6.785898936270215
3.0,5.716329114395097,-0.98887624341736702,0.34983746421632045,5.3664916501787765,0.0,89.20260362506366,1,5.3664916501787765
8.0,6.483,-1.4529299464725729,-3.5170000000000003,8.6,1.4000000000000004,89.20260362506366,0,7.516996429559859
3.0,5.559951767890402,-0.9616425718522652,-0.25850360663283745,5.818455374523239,0.0,93.38414825054042,1,5.818455374523239
8.8,6.483,-1.1184586712658771,-3.5170000000000003,8.6,1.4000000000000004,93.38414825054042,0,5.861099428633615
3.1,6.2817962680469766,-1.4439634879860022,1.0251123098169463,5.25668395823003,0.0,98.12746429231039,1,5.25668395823003
8.3,6.483,-1.1393264093445576,-3.5170000000000003,8.299999999999999,1.700000000000001,98.12746429231039,0,7.138236354221863
4.8,5.823571065558801,-1.2052350073210134,-0.7508670997490334,6.574438165307835,0.0,101.55302612700255,1,6.574438165307835
2.7,5.67550288005528,-0.93707468521731707,0.12923123588963925,5.546271644165641,0.0,106.00675448283691,1,5.546271644165641
8.3,6.483,-0.92919055822402985,-3.5170000000000003,8.7,1.3000000000000007,106.00675448283691,0,6.458190396257518
4.2,6.1592086591466195,-0.96111478197233835,0.25641239776804525,5.902796261378574,0.0,110.10395822145834,1,5.902796261378574
2.6,5.617736517612611,-0.94650583467753979,0.1895841329286556,5.428152384683956,0.0,114.67580583677439,1,5.428152384683956
8.8,6.483,-1.3001150732699749,-3.5170000000000003,8.0,2.0,114.67580583677439,0,7.353273354776874
3.1,6.0445923173443035,-1.9493665969697758,-1.4429063277589886,7.487498645103292,0.0,117.1883071916711,1,7.487498645103292
1.8,5.532992410193502,-0.96633825044374277,0.2764131655773969,5.2565792446161055,0.0,121.931727947055,1,5.2565792446161055
5.4,6.689571445852572,-1.2947059440108339,-0.8639097212788478,7.5534811671314195,0.0,124.37824677992357,1,7.5534811671314195
8.7,6.483,-1.337205869869059,-3.5170000000000003,8.299999999999999,1.700000000000001,124.37824677992357,0,5.5702851730929055
3.0,5.409435725180406,-1.3958323534604682,-0.9760420621465249,6.385477787326931,0.0,127.99276899259664,1,6.385477787326931
8.7,6.483,-0.92892172673184348,-3.5170000000000003,8.9,1.0999999999999996,127.99276899259664,0,6.491188188291682
4.2,7.075739091264217,-1.6688272646603926,-1.2286668893192028,8.30440598058342,0.0,129.6883630120132,1,8.30440598058342
8.8,6.483,-1.659122471456109,-3.5170000000000003,8.1,1.9000000000000004,129.6883630120132,0,7.703582895920611
4.0,7.624953190789901,-2.0679657720918625,-1.524448984968343,9.149402175758244,0.0,130.53896083625497,1,9.149402175758244
3.1,5.845726526959902,-3.5060429394286059,-2.293013245616221,8.138739772576123,0.0,132.40022106367886,1,8.138739772576123
8.9,6.483,-0.93688054916323349,-3.5170000000000003,8.6,1.4000000000000004,132.40022106367886,0,6.355310392153385
4.5,8.30638188707075,-0.9912284932397516,-0.35663049709318884,8.663012384163938,0.0,133.7372086795149,1,8.663012384163938
3.1,6.870703447750353,-0.9301566862935039,-0.05085873499409832,6.921562182744451,0.0,136.81564649677046,1,6.921562182744451
8.6,6.483,-0.93739287253116876,-3.5170000000000003,8.299999999999999,1.700000000000001,136.81564649677046,0,6.3512810640519595
4.0,8.465795719271405,-1.3753843808454764,-0.9544318484575705,9.420227567728976,0.0,137.39541892904148,1,9.420227567728976
2.9,6.893437302292715,-0.98437920553053404,-0.33646900997356166,7.229906312266277,0.0,140.1655126167752,1,7.229906312266277
8.5,6.483,-2.7755590424837879,-3.5170000000000003,9.1,0.9000000000000004,140.1655126167752,0,4.541975399943468
4.9,5.177,-0.94259732122418061,-0.16723634267337495,5.3442363426733746,0.0,4.6557636573266254,1,5.3442363426733746
8.4,4.817,-1.2639094180875183,-5.183,4.990254008578603,5.009745991421397,0,0,3.9902540085786034
6.7,6.483,-1.0124263935205915,-0.4128356423686119,5.1,1.795835642368612,3.1041643576313884,1,6.895835642368612
6.5,5.251754645174998,-0.9526935330703995,0.2203775980435001,5.031377047131498,0.0,8.07278731049989,1,5.031377047131498
5.9,4.817,-1.0569879409656728,-0.5112218077384405,5.328221807738441,0.0,12.74456550276145,1,5.328221807738441
4.7,5.153245858849553,-0.95227141256130232,0.21841491582939643,4.934830943020157,0.0,17.809734559741294,1,4.934830943020157
5.0,5.045516148059083,-1.5517055359271088,1.127240246774254,3.9182759012848294,0.0,23.891458658456465,1,3.9182759012848294
6.6,6.667537532138769,-0.92907112331824981,-3.332462467861231,7.0,3.0,23.891458658456465,0,6.64825424032729
5.3,5.055614391473813,-1.1664003709310358,-0.6961113246620059,5.751725716135819,0.0,28.139732942320645,1,5.751725716135819
5.0,4.541639757750992,-1.4577320635547919,-1.038723204522591,5.580362962273583,0.0,32.559369980047066,1,5.580362962273583
7.3,6.667537532138769,-1.0320233914870367,-0.45871021665213174,7.199999999999999,-0.07375225120909867,35.433122231256164,1,7.126247748790901
4.8,5.366776153597729,-2.9679348060375323,2.039622889366308,3.3271532642314208,0.0,42.105968967024744,1,3.3271532642314208
5.0,5.00594903017259,-1.2830980873301312,-0.8500927345414304,5.85604176471402,0.0,46.24992720231072,1,5.85604176471402
5.2,5.385940482512609,-3.2382472340853345,-2.1706111919296127,7.556551674442222,0.0,48.6933755278685,1,7.556551674442222
7.0,6.872580998982272,-0.9584237941597018,0.24547334762417083,5.8,0.8271076513581015,52.066267876510395,1,6.627107651358101
4.7,4.455064722050989,-2.0846723010922119,-1.5355876296185524,5.990652351669541,0.0,56.075615524840856,1,5.990652351669541
5.2,6.356203685305146,-0.93066672725137889,0.06022621096712566,6.29597747433802,0.0,59.77963805050284,1,6.29597747433802
6.9,6.762854412594268,-0.9302970426049143,-3.237145587405732,8.2,1.8000000000000007,59.77963805050284,0,6.709254357820606
4.8,5.141472392490482,-0.9297891047680783,-0.042856400887460566,5.184328793377943,0.0,64.5953092571249,1,5.184328793377943
7.5,6.762854412594268,-2.1528045721548397,-3.237145587405732,8.4,1.5999999999999996,64.5953092571249,0,5.182654163366501
5.0,6.3292825690028405,-1.004114468768206,-0.39175921014072834,6.721041779143569,0.0,67.87426747798133,1,6.721041779143569
8.5,6.762854412594268,-1.2144529963124362,-0.7632875884133226,7.199999999999999,0.3261420010075913,70.34812547697375,1,7.526142001007591
4.7,5.160629203687177,-0.93726643074290039,-0.13073603768991493,5.2913652413770915,0.0,75.05676023559666,1,5.2913652413770915
5.0,6.504398935935746,-1.0058433665657158,0.39623550574950617,6.10816343018624,0.0,78.94859680541042,1,6.10816343018624
4.7,5.219068212534569,-0.94581896035822199,-0.18585150651000326,5.404919719044572,0.0,83.54367708636585,1,5.404919719044572
5.0,6.327281664865716,-0.95604873389188327,-0.2353966151740794,6.562678280039796,0.0,86.98099880632606,1,6.562678280039796
8.5,7.104043964615023,-1.3478766632231545,-0.9245641718437252,7.6,0.42860813645874885,88.95239066986731,1,8.028608136458748
4.7,5.30214383594454,-1.0375898150755243,-0.4709264064227847,5.773070242367325,0.0,93.17932042749999,1,5.773070242367325
5.0,6.43250395184853,-1.7645360148275371,-1.3057133364564883,7.738217288305019,0.0,95.44110313919496,1,7.738217288305019
8.5,7.517324149429168,-0.99301778104533089,-2.482675850570832,8.299999999999999,1.700000000000001,95.44110313919496,0,7.155611810079406
4.7,5.512647939615525,-1.1292164090217456,0.6393029463684323,4.873344993247093,0.0,100.56775814594788,1,4.873344993247093
5.0,7.016157813244581,-0.93457834330244927,0.10773892311904021,6.908418890125541,0.0,103.65933925582233,1,6.908418890125541
8.7,7.517324149429168,-3.8026920727790228,-2.421390779373077,7.0,2.938714928802245,103.72062432702009,1,9.938714928802245
5.0,6.96799851461037,-1.0626117322600761,-0.5223230759847786,7.490321590595149,0.0,106.23030273642495,1,7.490321590595149
8.5,8.599685827808933,-1.8596630947416857,-1.4003141721910666,7.8999999999999995,2.1000000000000005,106.23030273642495,0,7.221656225281767
4.9,5.226879522588836,-2.0059581019781856,1.482375343563528,3.7445041790253075,0.0,112.48579855739963,1,3.7445041790253075
8.3,8.599685827808933,-1.3514618853935259,-1.4003141721910666,8.4,1.5999999999999996,112.48579855739963,0,7.6711743964689285
4.9,4.564257744015938,-0.97280411895228702,-0.29932574736505657,4.863583491380995,0.0,117.62221506601864,1,4.863583491380995
5.0,7.201476929575566,-0.92924637736911098,0.027007381540125053,7.174469548035441,0.0,120.4477455179832,1,7.174469548035441
8.7,8.599685827808933,-1.6541003560116765,-1.4003141721910666,6.199999999999999,3.8000000000000007,120.4477455179832,0,7.383307397432837
4.8,4.698056353088118,-0.99480121554270728,-0.3667074849241896,5.064763838012308,0.0,125.38298167997088,1,5.064763838012308
5.0,7.189404630027131,-0.928901256050085,0.005028135099326647,7.184376494927804,0.0,128.19860518504308,1,7.184376494927804
8.5,8.599685827808933,-1.016618424346944,0.4230671919468918,8.1,0.07661863586204198,130.02198654918104,1,8.176618635862042
4.8,4.861974598849231,-0.93011841353327751,0.050085195814591366,4.811889403034639,0.0,135.2100971461464,1,4.811889403034639
5.0,7.187157053637732,-1.0608990022395293,-0.5189673245188766,7.706124378156608,0.0,137.5039727679898,1,7.706124378156608
4.7,4.839586516320108,-0.93418332832995088,-0.10393154481657163,4.94351806113668,0.0,142.56045470685314,1,4.94351806113668
8.5,8.410574793008673,-1.4438615160605752,-1.02501083146276,8.1,1.3355856244714328,143.1248690823817,1,9.435585624471432
5.0,7.41913544769767,-1.0018404905134726,0.38579257159097846,7.033342876106691,0.0,146.091526206275,1,7.033342876106691
8.5,8.868754634672527,-1.9471061521221886,-1.131245365327473,8.1,1.9000000000000004,146.091526206275,0,7.427447272896808
4.7,4.886043916853116,-1.4273502064107126,-1.0084447583622662,5.894488675215382,0.0,150.19703753105964,1,5.894488675215382
8.5,8.868754634672527,-1.7650206001655278,-1.131245365327473,8.1,1.9000000000000004,150.19703753105964,0,7.56266276653809
4.7,5.336818723841049,-0.98549919888123205,-0.3398476204222751,5.6766663442633245,0.0,154.5203711867963,1,5.6766663442633245
5.0,7.2466861681965025,-1.3220797420354866,0.8956495013396664,6.351036666856836,0.0,158.16933451993947,1,6.351036666856836
8.5,8.868754634672527,-2.0360570655769914,-1.5029452966556605,8.799999999999999,1.5716999313281885,157.7976345886113,1,10.371699931328187
4.7,5.488730610169807,-0.99970252217046141,-4.511269389830193,6.108633220963608,3.8913667790363924,157.7976345886113,0,5.108633220963608
5.0,6.8463308410976715,-0.93174212524468292,-0.076296942752613,6.9226277838502845,0.0,160.875006804761,1,6.9226277838502845
8.5,9.540571182277608,-1.0405351835758161,-0.47726389040087014,8.7,1.3178350726784789,160.85717173208252,1,10.017835072678478
4.9,5.488730610169807,-2.0259336125132807,-1.4960583864939192,6.984788996663726,0.0,163.8723827354188,1,6.984788996663726
5.0,6.880435574508089,-1.4519793348839412,1.0330581680522206,5.847377406455869,0.0,168.02500532896292,1,5.847377406455869
9.0,9.753908141286797,-0.93318997791692471,0.09367567718091507,8.4,1.260232464105881,168.36477286485703,1,9.660232464105881
5.3,5.177,-0.93143372845464689,0.0720557585649031,5.1049442414350965,0.0,4.8950557585649035,1,5.1049442414350965
3.9,4.817,-1.2290473149729719,-0.7825492135048444,5.599549213504845,0.0,4.400450786495155,1,5.599549213504845
7.0,6.483,-0.98751844818845913,0.34585557324306304,5.1,1.037144426756937,3.8628555732430634,1,6.137144426756937
4.2,5.144791075921488,-2.9007499240358552,2.005739498181941,3.139051577739547,0.0,10.723803995503516,1,3.139051577739547
4.3,5.166799498436665,-1.2738650947341457,-0.8389401086047785,6.005739607041444,0.0,14.718064388462071,1,6.005739607041444
3.9,4.24822552023416,-1.0161286492659507,0.42188459296540604,3.8263409272687547,0.0,20.891723461193315,1,3.8263409272687547
3.4,5.541805726983002,-1.413852881592276,0.9946977372919648,4.547107989691037,0.0,26.34461547150228,1,4.547107989691037
7.1,6.3284025587603505,-1.7049308211506833,-1.2582848647507516,4.8999999999999995,2.6866874235111027,28.75792804799118,1,7.586687423511102
2.7,4.059643107178624,-0.94189244022937735,-0.1628800052344328,4.2225231124130564,0.0,34.53540493557812,1,4.2225231124130564
3.1,5.097175838413493,-0.94959478834568456,0.2055340038340585,4.891641834579435,0.0,39.64376310099868,1,4.891641834579435
4.5,6.890855893303937,-3.1055776623456657,-2.1073396703585354,5.6,3.3981955636624726,40.64556753733621,1,8.998195563662472
3.0,4.132450469518415,-0.93093831923030523,-5.867549530481585,5.197113429881069,4.802886570118931,40.64556753733621,0,4.197113429881069
3.3,5.005302138699669,-1.3320199047487089,0.9069001870203302,4.098401951679339,0.0,46.54716558565687,1,4.098401951679339
3.1,4.599917755101582,-0.93071860955985763,0.06109866425065924,4.5388190908509225,0.0,52.00834649480595,1,4.5388190908509225
6.1,7.832836725954202,-1.2525861812875592,-0.8126544570800505,8.1,0.5454911830342528,53.362855311771696,1,8.645491183034252
3.4,4.132450469518415,-0.94047207577348191,0.1537272537393788,3.9787232157790364,0.0,59.38413209599266,1,3.9787232157790364
3.1,4.572606652181537,-1.5322791003452934,-1.109520959727062,5.682127611908599,0.0,63.702004484084064,1,5.682127611908599
7.5,8.196093268268985,-1.123741906775847,-0.6305070798597558,7.1,1.7266003481287413,64.87540413595532,1,8.826600348128741
3.2,4.063734387096913,-1.1201738263666408,-5.936265612903087,5.688441982778616,4.311558017221384,64.87540413595532,0,4.688441982778616
7.5,8.477929932966296,-2.3932293744830098,-1.5220700670337042,8.2,1.8000000000000007,64.87540413595532,0,6.749477587840914
3.5,5.068562521179533,-1.0225696398333357,0.4371813339304014,4.631381187249132,0.0,70.24402294870619,1,4.631381187249132
8.3,8.477929932966296,-1.85540395422316,-1.5220700670337042,7.699999999999999,2.3000000000000007,70.24402294870619,0,7.103056816291421
3.4,4.063734387096913,-1.2600998764676261,0.8220320599091284,3.241702327187785,0.0,77.00232062151841,1,3.241702327187785
4.0,4.873142464912644,-2.5554142365081369,-1.8216577792969497,6.694800244209594,0.0,80.30752037730882,1,6.694800244209594
3.4,3.6962860563175326,-1.1194666087187242,0.6235516936526864,3.072734362664846,0.0,87.23478601464397,1,3.072734362664846
3.9,5.687423492258381,-1.3313094504716485,-0.9061007010269062,6.593524193285287,0.0,90.64126182135868,1,6.593524193285287
5.1,8.477929932966296,-2.0593112045257533,-1.5220700670337042,7.5,2.5,90.64126182135868,0,6.959283279191088
6.2,3.4175584492547815,-2.2714936810425672,-1.6550475363602821,5.072605985615064,0.0,95.56865583574361,1,5.072605985615064
3.8,6.092450505617408,-1.0121528442776433,0.412159159117496,5.680291346499912,0.0,99.8883644892437,1,5.680291346499912
7.5,8.477929932966296,-1.244925622171384,-0.8029808178924647,7.8999999999999995,1.380910750858761,100.60745373838493,1,9.28091075085876
3.9,4.157364698007828,-2.2789543091715943,-1.659639575667283,5.817004273675111,0.0,104.79044946470982,1,5.817004273675111
3.4,5.908215361491887,-1.1385934091129923,0.6540941926217663,5.254121168870121,0.0,109.5363282958397,1,5.254121168870121
8.1,8.836862358564227,-1.2935014600061725,-0.8624863003281771,5.1,4.599348658892405,109.83697963694729,1,9.699348658892404
3.5,5.615835257389958,-1.1631052767751231,0.6912657413945809,4.924569515995377,0.0,114.91241012095192,1,4.924569515995377
8.1,9.222393734810922,-0.9288934314224877,-0.0030525951832576226,8.6,0.6254463299941797,115.68696379095773,1,9.22544632999418
3.2,4.899223588331103,-1.0146083319146804,-5.100776411668897,5.481031218336714,4.518968781663286,115.68696379095773,0,4.481031218336714
8.3,9.223758244857837,-0.94122692323107093,0.15865720382391935,8.5,0.5651010410339179,116.62186274992382,1,9.065101041033918
3.6,4.899223588331103,-2.0831495816952494,-5.100776411668897,4.364647843662942,5.635352156337058,116.62186274992382,0,3.364647843662942
3.6,5.3068394709865805,-1.0844366635066567,0.5633370398220539,4.743502431164527,0.0,121.87836031875929,1,4.743502431164527
9.0,9.152838474748545,-3.4156378369155092,-2.2524354051613145,7.8999999999999995,3.5052738799098604,120.47308643884944,1,11.40527387990986
3.8,4.899223588331103,-0.92943632249728325,-5.100776411668897,5.86580316481268,4.13419683518732,120.47308643884944,0,4.86580316481268
4.2,5.055027814186122,-1.8886952838640312,-1.3993559438858254,6.454383758071947,0.0,124.0187026807775,1,6.454383758071947
8.2,10.159677100855653,-1.1485433600628414,0.6694319254034742,6.199999999999999,3.2902451754521795,124.52845750532532,1,9.490245175452179
