beh,opb,clh,rpe,cob,coe,cmr,sve,ecm,ecv,sib
4.0,7.5,-4.46870617079,4.31888404872,4.6,0.0,5.4,4.31888404872,1.15379003813,1.08111595128,4.6
4.5,7.5,-4.08482047474,1.04754309053,7.8,0.0,2.2,1.04754309053,1.15379003813,1.15245690947,7.8
7.5,7.5,-4.63885417842,-1.0494958049,6.0,4.0,0,2.9505041951,1.15379003813,1.0494958049,4.0
5.0,4.6,-5.01463722651,-0.981331252288,4.0,6.0,0,5.01866874771,1.1890880525,0.981331252288,3.0
4.0,7.8,-4.18450869595,0.265596444553,8.6,0.0,1.4000000000000004,0.265596444553,1.17864548674,1.13440355545,8.6
5.0,4.6,-4.89122421545,5.69588645932,3.3,0.0,8.100000000000001,5.69588645932,1.1890880525,1.00411354068,3.3
4.1,7.8,-4.49790119056,4.42373408871,4.5,0.0,13.600000000000001,4.42373408871,1.17864548674,1.07626591129,4.5
6.5,7.5,-4.20338273872,2.96981333058,6.1,-0.2,17.700000000000003,2.76981333058,1.15379003813,1.13018666942,5.9
4.5,4.6,-4.20677056842,-1.13291263982,7.0,3.0,17.700000000000003,1.86708736018,1.1890880525,1.13291263982,6.0
3.8,4.5,-4.3630295914,3.79699484395,5.1,0.0,22.6,3.79699484395,1.18685926351,1.10300515605,5.1
6.0,5.9,-4.29610664818,3.48568607787,2.6,2.8,27.200000000000003,6.28568607787,1.20443200268,1.11431392213,5.4
5.0,4.6,-4.17631099064,0.361818470945,8.5,0.0,28.700000000000003,0.361818470945,1.1890880525,1.13818152906,8.5
4.0,5.1,-3.92026719593,4.31314073649,4.5,0.0,34.2,4.31314073649,1.19793002715,1.18685926351,4.5
4.0,4.5,-3.35552119175,4.20531221808,4.5,0.0,39.7,4.20531221808,1.29468778192,1.29468778192,4.5
7.0,5.9,-4.09352827904,1.54653081719,7.6,-0.3,42.400000000000006,1.24653081719,1.20443200268,1.15346918281,7.3
5.5,4.6,-4.14457613067,0.555778619523,8.3,0.0,44.10000000000001,0.555778619523,1.1890880525,1.14422138048,8.3
