beh,opb,clh,rpe,cob,coe,cmr,otb,sib
4.0,5.131915,-0.710257222267,-0.0383445593871,5.17025955939,0.0,4.82974044061,1,5.17025955939
4.5,4.959574,-0.492082445688,0.338748294212,4.62082570579,0.0,5.37917429421,1,4.62082570579
7.5,6.554348,-2.31370987546,-3.445652,6.0,4.0,0,0,5.14266114965
5.0,5.15875619157,-1.88139732253,-4.84124380843,5.0017014349,4.9982985651,0,0,4.0017014349
4.0,4.72245019405,-0.546290577648,0.370676883936,4.35177331012,0.0,5.64822668988,1,4.35177331012
5.0,5.15875619157,-0.375456311315,-0.247673353714,5.40642954529,0.0,10.2417971446,1,5.40642954529
4.1,4.4629763753,-1.25579426983,-0.416401733346,4.87937810864,0.0,15.362419036,1,4.87937810864
6.5,6.554348,-1.62115280172,-3.445652,6.1,3.9,15.362419036,0,5.88475280405
4.5,5.33212753917,-1.34806664139,-4.66787246083,6.81247402601,3.18752597399,15.362419036,0,5.81247402601
3.8,4.75445758864,-0.807745613205,-0.105904014308,4.86036160295,0.0,20.502057433,1,4.86036160295
6.0,6.554348,-1.29239791451,0.441768059108,2.6,3.51257994089,24.3894774921,1,6.11257994089
5.0,5.33212753917,-0.503137123046,-4.66787246083,6.65998444265,3.34001555735,24.3894774921,0,5.65998444265
4.0,4.82859039865,-1.2522468327,-0.413943359416,5.24253375807,0.0,29.1469437341,1,5.24253375807
4.0,5.11835075024,-1.20498637788,-0.38119186423,5.49954261447,0.0,33.6474011196,1,5.49954261447
7.0,6.24511035862,-0.0292140046007,-3.75488964138,7.6,2.4,33.6474011196,0,6.17899157621
5.5,5.33212753917,-0.856910190568,-4.66787246083,6.88215392906,3.11784607094,33.6474011196,0,5.88215392906
4.0,5.38518505521,-1.78213488731,1.09858918233,4.28659587288,0.0,39.3608052467,1,4.28659587288
7.0,6.24511035862,-0.607097672745,-3.75488964138,6.0,4.0,39.3608052467,0,6.63825448732
6.0,5.33212753917,-1.20863641666,-0.770910459868,6.10303799904,0.0,43.2577672477,1,6.10303799904
7.1,6.24511035862,-1.36008555001,-3.75488964138,7.3,2.7,43.2577672477,0,7.11113087424
3.9,4.61617262758,-0.676563442218,0.447407601168,4.16876502641,0.0,49.0890022212,1,4.16876502641
7.0,6.24511035862,-0.678524589635,-3.75488964138,8.3,1.7,49.0890022212,0,6.22875651365
6.0,5.87176486108,-0.663435633496,0.439675321831,5.43208953925,0.0,53.656912682,1,5.43208953925
3.9,4.30298730676,-0.395030692856,0.281584811794,4.02140249497,0.0,59.635510187,1,4.02140249497
6.5,5.5639921358,-0.947773372303,-0.202943251362,5.76693538716,0.0,63.8685747999,1,5.76693538716
4.0,4.1058779385,-1.71662225053,-0.735755523974,4.84163346248,0.0,69.0269413374,1,4.84163346248
8.0,6.24511035862,-0.990153959284,-3.75488964138,8.3,1.7,69.0269413374,0,6.87881383526
6.5,5.70605241175,-0.930931543749,-0.191271864174,5.89732427592,0.0,73.1296170615,1,5.89732427592
4.0,4.62090680529,-3.11187131894,1.88180394056,2.73910286473,0.0,80.3905141967,1,2.73910286473
8.0,6.24511035862,-1.25658065862,-3.75488964138,9.0,1.0,80.3905141967,0,5.82816365784
6.5,5.83994271667,-1.97494393569,-0.914772451788,6.75471516846,0.0,83.6357990283,1,6.75471516846
4.0,3.3036440469,-0.905585139225,-0.173706805839,3.47735085273,0.0,90.1584481756,1,3.47735085273
9.0,6.24511035862,-1.09829389701,-3.75488964138,7.7,2.3,90.1584481756,0,6.94672571616
4.0,3.42523881098,-1.14261031746,0.721909210687,2.7033296003,0.0,97.4551185753,1,2.7033296003
8.5,6.24511035862,-3.80024574006,-3.75488964138,8.2,1.8,97.4551185753,0,4.06540375641
6.5,6.48028343292,-0.261575455131,0.202979676773,6.27730375615,0.0,101.177814819,1,6.27730375615
8.5,6.24511035862,-0.138484492492,-0.0988550514931,4.6,1.74396541012,104.833849409,1,6.34396541012
4.0,6.33819765918,-2.53757633692,-1.30467670584,7.64287436502,0.0,107.190975044,1,7.64287436502
4.0,2.9199023635,-0.310133696213,0.231580480771,2.68832188273,0.0,114.502653161,1,2.68832188273
8.5,6.31430889467,-0.371494271309,-3.68569110533,6.2,3.8,114.502653161,0,6.04658703517
6.5,7.25147135327,-0.203835615188,0.168970911047,7.08250044222,0.0,117.420152719,1,7.08250044222
4.0,2.75779602696,-0.925757558569,-0.187686292445,2.94548231941,0.0,124.4746704,1,2.94548231941
8.5,6.31430889467,-0.823091552538,-3.68569110533,8.9,1.1,124.4746704,0,6.84309717987
6.5,7.13319171554,-1.44148916422,-0.545088295159,7.6782800107,0.0,126.796390389,1,7.6782800107
4.0,2.88917643167,-1.17367701771,-7.11082356833,3.14896893454,6.85103106546,126.796390389,0,2.14896893454
6.5,7.51475352215,0.0694840644272,0.00798561975395,7.5067679024,0.0,129.289622487,1,7.5067679024
8.5,6.31430889467,-2.61274308972,-3.68569110533,8.1,1.9,129.289622487,0,4.95754162914
4.0,2.88917643167,-1.31197853191,0.455337426971,2.4338390047,0.0,136.855783482,1,2.4338390047
8.5,6.31430889467,-0.0763615664564,-3.68569110533,8.4,1.6,136.855783482,0,6.37415074861
5.2,7.50916358832,-0.0921611923207,0.103194675978,7.40596891234,0.0,139.449814569,1,7.40596891234
8.6,6.31430889467,-1.37176413688,-3.68569110533,8.6,1.4,139.449814569,0,5.81754004345
6.2,7.43692731514,-1.5745856493,-2.56307268486,7.46058463399,2.53941536601,139.449814569,0,6.46058463399
6.9,2.57044023279,-0.676900094022,0.447605889081,2.12283434371,0.0,147.326980226,1,2.12283434371
6.5,6.31430889467,-1.17026747531,-3.68569110533,7.2,2.8,147.326980226,0,7.06112365937
6.0,7.43692731514,-0.692355165984,0.0259384343832,7.41098888075,0.0,149.915991345,1,7.41098888075
4.0,2.25711611044,-0.574482475701,-7.74288388956,2.86983419855,7.13016580145,149.915991345,0,1.86983419855
8.5,6.31430889467,-1.22310527661,-3.68569110533,8.2,1.8,149.915991345,0,5.92056063362
6.5,7.41877041107,-0.843721189293,0.545863514195,6.87290689687,0.0,153.043084448,1,6.87290689687
4.0,2.25711611044,-1.23280326292,-7.74288388956,2.85664714488,7.14335285512,153.043084448,0,1.85664714488
8.5,6.31430889467,-0.987752399364,-3.68569110533,8.3,1.7,153.043084448,0,6.08366017755
4.5,5.131915,-0.0100987607007,0.0548599037542,5.07705509625,0.0,4.92294490375,1,5.07705509625
5.5,4.959574,-2.50993690768,-1.28552258138,6.24509658138,0.0,3.75490341862,1,6.24509658138
7.2,6.554348,0.0678492373845,-3.445652,7.0,3.0,0,0,6.54539946712
5.5,5.09351306737,-1.02177841844,-4.90648693263,5.44277384521,4.55722615479,0,0,4.44277384521
5.0,5.85943980697,-5.30253943296,3.17210745971,2.68733234725,0.0,7.31266765275,1,2.68733234725
5.2,5.09351306737,-0.750081763429,-0.482938137642,5.57645120501,0.0,11.7362164477,1,5.57645120501
4.6,3.63896458517,0.0188153654507,0.0378294834511,3.60113510172,0.0,18.135081346,1,3.60113510172
6.0,6.554348,-6.30847787249,-3.445652,8.1,1.9,18.135081346,0,2.63643653001
4.0,5.43156976372,-0.589262432444,0.395987306411,5.03558245731,0.0,23.0994988887,1,5.03558245731
3.8,3.61248394675,-0.736573424077,-0.0565816872416,3.66906563399,0.0,29.4304332547,1,3.66906563399
6.5,6.554348,-0.441533031788,-0.289169534171,6.6,0.243517534171,32.5869157205,1,6.84351753417
4.6,5.15437864923,-3.24598298686,-1.79560251425,6.94998116349,0.0,35.6369345571,1,6.94998116349
3.9,3.65209112782,-1.21591818583,0.765087545154,2.88700358267,0.0,42.7499309744,1,2.88700358267
3.9,3.11652984621,-0.936156935348,0.600308168621,2.51622167759,0.0,50.2337092968,1,2.51622167759
6.1,6.75676667392,-1.02090643259,-3.24323332608,8.1,1.9,50.2337092968,0,7.01039113606
5.0,6.41130040921,-3.02094032053,-1.63964794648,8.0509483557,0.0,52.1827609411,1,8.0509483557
4.0,2.69631412818,-0.732172302106,-0.0535317097156,2.74984583789,0.0,59.4329151032,1,2.74984583789
